STT,Thông tin,Label
11,"Khoa Công nghệ Điện là một trong những Khoa được thành lập sớm nhất trong trường với tên gọi trước đây là Ban điện. Trải qua thời gian dài xây dựng và phát triển cùng với sự phát triển của Nhà trường, đến nay Khoa Công nghệ Điện vẫn luôn là một trong các khoa có thành tích giảng dạy, nghiên cứu khoa học, kết nối doanh nghiệp và đầu tư nâng cấp phòng thí nghiệm nổi bật của Nhà trường. Ngoài ra, các hoạt động văn hóa, thể thao, phong trào Sinh viên tình nguyên vì cộng đồng cũng được sự quan tâm của toàn thể Ban chủ nhiệm Khoa, Giảng viên và Sinh viên trong Khoa. Đội ngũ Giảng viên trong khoa đa số được đào tạo bài bản, chính quy từ các trường uy tín trong và ngoài nước và luôn có các chương trình tập huấn nâng cao về phương pháp giảng dạy. Khoa Công nghệ Điện hiện đang sở hữu hơn 30 phòng thực hành, thí nghiệm, trong đó có nhiều phòng được đầu tư hiện đại với giá trị lớn. Khoa hiện có 4 bộ môn trực thuộc là: Bộ môn cơ sở Kỹ thuật Điện, Bộ môn Cung cấp-Hệ thống Điện, Bộ môn Tự động và Bộ môn Thiết bị Điện. Với s",Thong_tin_khoa
12,"Sứ mạng là cung cấp nguồn nhân lực chất lượng cao trong lĩnh vực Kỹ thuật điện và Điều khiển tự động cho xã hội, tập thể Giảng viên trong khoa chúng tôi luôn không ngừng cải tiến phương pháp giảng dạy, cập nhật chương trình đào tạo, đầu tư nâng cấp thêm các phòng thí nghiệm hiện đại để đáp ứng sứ mạng đã đặt ra. Chúng tôi luôn cố gắng nổ lực để không chỉ là khoa dẫn đầu trong nhà trường mà cả khu vực Miền Nam.",Thong_tin_khoa
13,"Khoa Công nghệ Điện đào tạo 2 chuyên ngành chính: Kỹ thuật điện và  Điều khiển tự động. Khoa đang từng bước khẳng định uy tín của mình với phương châm lấy người học làm trung tâm, học tập luôn gắn liền với thực tiễn và nghiên cứu khoa học.",Thong_tin_khoa
14,"Khoa Công nghệ Điện gồm 63 cán bộ viên chức. Trong đó: 11 tiến sĩ, 4 nghiên cứu sinh, 33 thạc sĩ và 15 cử nhân.",Thong_tin_khoa
15,"Năm 2014, khoa xây dựng chương trình Kỹ thuật điện và điều khiển tự động theo CDIO.",Thong_tin_khoa
16,"Năm 2015, khoa mở mã ngành cấp 4  công nghệ điều khiển tự động, hệ tiên tiến ngành kỹ thuật điện. Năm 2016, khoa mở thêm thạc sĩ ngành kỹ thuật điện.",Thong_tin_khoa
17,Tiến đến thực hiện kiểm định 2 chương trình theo chuẩn AUN-QA. Trong đó xác định trọng tâm là đảm bảo chuẩn đầu ra theo những gì nhà trường đã cam kết.,Thong_tin_khoa
18,"Trong công tác kết nối doanh nghiệp, khoa đã xin được tài trợ từ Tập đoàn Fuji tài trợ cho khoa 1 dự án phòng thí nghiệm Khí cụ điện, công ty ANZ tài trợ 1 máy cắt tự động, tập đoàn ABB tài trợ phòng đóng cắt, tập đoàn Mitsubishi tài trợ phòng PLC.",Thong_tin_khoa
19,"Tập thể giáo viên khoa đã đăng trên 25 bài báo quốc tế ( SCI, SCIE ) 24 bài báo trong nước và tạp chí.",Thong_tin_khoa
20,Trong các năm học 2011-2015 có 22 giáo viên Khoa Điện đã tham gia khóa học đổi mới phương pháp giảng dạy tại đại học Arizona Mỹ.,Thong_tin_khoa
21,"Đoàn thanh niên khoa tổ chức các phong trào văn thể mỹ đoạt kết quả cao, luôn là đơn vị đi dầu trong công tác văn thể mỹ. Đoàn khoa thực hiện chương trình thắp sáng mùa hè xanh tại Vĩnh Long, lắp đặt và cải tạo cho hàng trăm hộ tại Vĩnh Long, Xây nhà tình thương …",Thong_tin_khoa
22,"Qua các năm 2010-2015 học sinh khoa điện tham gia đạt 16 giải nhất, nhì do Bộ Công Thương và TPHCM tổ chức, 01 học sinh đạt giải nhất nghề quốc gia, 01 giải ba Asean.",Thong_tin_khoa
23,"Trở thành một trong những trung tâm đào tạo theo định hướng ứng dụng, nghiên cứu khoa học và chuyển giao công nghệ hàng đầu của Việt Nam và khu vực.",Thong_tin_khoa
24,"Đào tạo nguồn nhân lực chất lượng cao theo chương trình đạt chuẩn quốc gia, khu vực (AUN) và quốc tế (ABET); thực hiện các công tác nghiên cứu khoa học, chuyển giao công nghệ đóng góp vào quá trình công nghiệp hóa, hiện đại hóa của Việt Nam.",Thong_tin_khoa
25,"Khoa Công Nghệ Điện Tử đã sớm được thành lập từ những ngày ngày đầu tiên thành lập Trường Đại Học Công Nghiệp Tp. HCM. Khoa đã bắt đầu từ việc đào tạo hệ công nhân vào năm 1976, hệ Trung cấp vào năm 1980, hệ Cao đẳng vào năm 1999, hệ Đại học vào năm 2005, hệ Thạc sĩ vào năm 2016 và hệ Tiến sĩ vào năm 2022. Hiện nay, cùng với sự phát triển của Trường Đại học Công Nghiệp Tp. HCM, Khoa Công Nghệ Điện Tử là một trong những Khoa công nghệ kỹ thuật tiêu biểu của Trường Đại học Công Nghiệp Tp. HCM.",Thong_tin_khoa
26,"Khoa Công Nghệ Điện Tử hiện quản lý 04 Bộ môn chuyên ngành, được giao nhiệm vụ đào tạo các hệ từ trình độ Đại học cho tới trình độ Sau đại học. Đến hiện tại, Khoa đang phụ trách đào tạo 01 chương trình tiến sĩ ngành Kỹ thuật điện tử, 01 chương trình thạc sĩ ngành Kỹ thuật điện tử, 03 chương trình đại học ngành Công nghệ kỹ thuật điện tử viễn thông, Công nghệ kỹ thuật máy tính, IoT và trí tuệ nhân tạo ứng dụng. Từ năm 2016, Khoa Công Nghệ Điện Tử đã xây dựng và duy trì thực hiện đánh giá chất lượng đào tạo của tất cả các Chương trình đào tạo ở các Ngành-Hệ đào tạo theo Chuẩn kiểm định Quốc gia và quốc tế (AUN-QA). Khoa đã đạt chứng nhận kiểm định theo chuẩn quốc tế AUN-QA cho Chương trình đào tạo hệ đại học ngành Công nghệ kỹ thuật điện tử viễn thông năm 2018, chương trình đào tạo hệ đại học ngành Công nghệ kỹ thuật máy tính năm 2022, đạt chứng nhận kiểm định theo chuẩn BGDĐT Chương trình đào tạo hệ thạc sĩ ngành Kỹ thuật điện tử năm 2022.",Thong_tin_khoa
27,"Đến thời điểm hiện tại, Khoa Công Nghệ Điện Tử hiện có 57 thành viên với 55 Giảng viên (02 Giáo sư, 02 Phó giáo sư, 20 Tiến sĩ, 07 Nghiên cứu sinh, 24 thạc sĩ) và 04 nhân viên hỗ trợ, đảm bảo đủ năng lực đào tạo cho hơn 2500 sinh viên ở tất cả các lĩnh vực, ngành và trình độ đào tạo của Khoa. Các cựu sinh viên đều có nhiều đóng góp cho cộng đồng doanh nghiệp và xã hội, và được các bên liên quan đánh giá cao về tính chuyên nghiệp và thái độ làm việc.",Thong_tin_khoa
28,"Khoa Công Nghệ Điện Tử trở thành một Khoa trọng điểm, nằm trong nhóm 10 Khoa trọng điểm trong các trường đại học hàng đầu của Việt Nam theo định hướng ứng dụng thuộc lĩnh vực điện tử, ngang tầm với các nước tiên tiến trong khu vực về đạo tạo nhân lực chất lượng cao.",Thong_tin_khoa
29,"Cung cấp nguồn nhân lực chất lượng có đạo đức tốt, có trình độ chuyên môn cao và có kỹ năng nghề nghiệp tiếp cận với thực tiễn trong lĩnh vực công nghệ kỹ thuật điện tử, tăng cường các hoạt động nghiên cứu khoa học và cộng đồng,  và tập trung vào việc hợp tác, chuyển giao công nghệ với các đối tác.",Thong_tin_khoa
30,Website của khoa công nghệ điện tử: fet.iuh.edu.vn,Thong_tin_khoa
31,Website của khoa công nghệ động lực: faet.iuh.edu.vn,Thong_tin_khoa
32,Email của khoa công nghệ động lực: faet@iuh.edu.vn,Thong_tin_khoa
33,"Khoa Công nghệ Động lực phụ trách đào tạo trình độ Đại học chuyên ngành Kỹ thuật công nghệ Ô tô và trình độ Thạc sỹ ngành Kỹ thuật ô tô. Toàn thể giảng viên đều có trình độ chuyên môn và kỹ năng nghề nghiệp tốt cùng với tinh thần năng động, nhiệt huyết và tận tâm với nghề nghiệp. Hiện Khoa có 27 giảng viên, trong đó có 01 PGS, 05 Tiến sỹ, 18 Thạc sỹ (03 đang làm NCS) và 03 đại học. Đội ngũ giảng viên của Khoa thường xuyên học tập nâng cao trình độ, luôn tiếp cận với thực tiễn sản xuất và công nghệ hiện đại, tham gia các đợt tập huấn hàng năm theo kế hoạch tại các Doanh nghiệp nhằm nâng cao kỹ năng chuyên môn.",Thong_tin_khoa
34,"Trên cơ sở Tầm nhìn và Sứ mạng Nhà trường, lấy ý kiến các bên liên quan, tham khảo các chương trình, mô hình đào tạo của các Trường ở các nước tiên tiến để xác định mục tiêu và xây dựng chương trình đào tạo gắn liền với việc đáp ứng nhu cầu nhu cầu xã hội và xu hướng thời đại. Khoa được Nhà trường quan tâm đầu tư trang thiết bị hiện đại và đồng bộ, tạo điều kiện cho sinh viên làm quen với thực tiễn ở các doanh nghiệp tránh bỡ ngỡ khi ra trường. Chú trọng rèn luyện cho sinh viên kiến thức chuyên môn, khả năng giao tiếp, trình độ ngoại ngữ và các kỹ năng mềm trong suốt quá trình đào tạo.",Thong_tin_khoa
35,"Khoa thường xuyên thực hiện liên kết với Doanh nghiệp, thực hiện các hoạt động giữa Nhà trường với Doanh nghiệp nhằm nâng cao chất lượng đào tạo và thực hiện chuyển giao công nghệ và nghiên cứu khoa học. Khoa thường xuyên chú trọng cập nhật chương trình đào tạo theo hướng hiện đại và tích cực hóa người học, xây dựng quy trình đào tạo và kiểm tra, đánh giá nghiêm túc ở từng môn học.",Thong_tin_khoa
36,"Năm 2019, Chương trình đào tạo hệ đại học ngành Công nghệ kỹ thuật ô tô đã đạt chứng nhận kiểm định theo chuẩn quốc tế AUN-QA.",Thong_tin_khoa
37,Website của khoa công nghệ hóa học: fce.iuh.edu.vn,Thong_tin_khoa
38,Email của khoa công nghệ hóa học: fce@iuh.edu.vn,Thong_tin_khoa
39,"Khoa Công nghệ Hóa học, Trường Đại học Công nghiệp thành phố Hồ Chí Minh được thành lập vào năm 1994 tiền thân là Bộ môn Hóa của Trường Trung học Kỹ thuật Công nghiệp IV. Năm 1999, Trường nâng cấp thành Trường Cao đẳng Công nghiệp IV và bộ môn Hóa được đổi thành Khoa Công nghệ Hóa học. Tuy nhiên, đến năm 2004 trường có quyết định được nâng cấp thành Trường Đại học Công nghiệp thành phố Hồ Chí Minh, Khoa Công nghệ Hóa học được tách thành 2 đơn vị: một là Khoa Công nghệ Hóa học phụ trách đào tạo hệ Đại học; và một là Trung tâm Công nghệ Hóa học phụ trách đào tạo từ hệ Cao đẳng trở xuống; cùng với sự phát triển của nhà Trường, đến năm 2011, Khoa Công nghệ Hóa học và Trung tâm Công nghệ Hóa học sáp nhập trở lại thành Khoa Công nghệ Hóa học ngày nay thực hiện nhiệm vụ đào tạo trình độ Đại học và sau đại học.",Thong_tin_khoa
40,"Đào tạo nhân lực có chất lượng cao, có khả năng điều hành, quản lý, sản xuất, nghiên cứu khoa học và chuyển giao công nghệ trong lĩnh vực ngành Hóa",Thong_tin_khoa
41,"Tổng cộng: 61 giảng viên và nhân viên trong đó có 1 GS và 05 phó giáo sư, 30 tiến sỹ và 21 Thạc sỹ, nghiên cứu sinh",Thong_tin_khoa
42,"Sinh viên: Từ năm 2004 đến nay khoa đã đào tạo được hàng ngìn Kỹ sư công nghệ Hóa học và Kỹ thuật phân tích, 100 Thạc sỹ. Hiện tại số lượng sinh viên và học viên của khoa là 1500.",Thong_tin_khoa
43,"Cơ sở: Công nghệ Hóa dầu, Công nghệ Hóa học – Vật liệu, Máy và thiết bị, Kỹ thuật Phân tích",Thong_tin_khoa
44,"Chương trình Đại học: Đào tạo các chuyên ngành Công nghệ Hữu cơ, Công nghệ Vô cơ-Vật liệu, Công nghệ Hóa dầu, và Kỹ thuật Hóa phân tích;",Thong_tin_khoa
45,Chương trình sau đại học: Đào tạo Thạc sĩ Kỹ thuật Hóa học và Hóa phân tích,Thong_tin_khoa
46,Tiến sĩ về ngành Kỹ thuật Hóa học và Hóa Phân tích.,Thong_tin_khoa
47,Cơ sở vật chất và trang thiết bị:,Thong_tin_khoa
48,"Phòng thí nghiệm của Khoa được Nhà trường đầu tư trang bị với nhiều thiết bị hiện đại phục vụ cho thực hành và gắn với thực tế sản xuất. Ngoài ra trang thiết bị của Khoa còn được đầu tư bởi các dự án hợp tác quốc tế: Dự án AFD, ADB, dự án JICA và dự án WB.",Thong_tin_khoa
49,Phòng thí nghiệm Hóa lý: Thực hiện các thí nghiệm hóa lý trên các thiết bị của PHYWE,Thong_tin_khoa
50,Phòng thí nghiệm Máy và thiết bị: Được trang bị bởi thiết bị dạng Pilot hiện đại số 1 Việt nam được tài trợ bởi AFD (Pháp),Thong_tin_khoa
51,Phòng thí nghiệm Chuyên ngành Hóa dầu với các trang thiết bị hiện đại về phân tích các sản phẩm dầu khí cho Trường và dự án ADB tài trợ,Thong_tin_khoa
52,"Phòng thí nghiệm phân tích Hóa lý: Bao gồm các thiết bị phân tích hiện đại: AÁ, HPCL, GC, XRD, FT-IR, UV... được Nhà trường trang bị và dự án JICA (Nhật bản) phục vụ cho chuyên ngành phân tích và chuyên ngành khác",Thong_tin_khoa
53,Phòng thí nghiệm chuyên ngành Công nghệ Hóa học gồm các thiết bị thiết kế theo dạng Pilot gần thực tế sản xuất tại các Nhà máy.,Thong_tin_khoa
54,"Thành tích đạt được: Qua các thời kỳ phát triển khoa đã đạt được nhiều thành tích và được các cấp ghi nhận. Huy chương bạc gian hàng ngày Hội giáo dục và đào tạo năm 2006-2011; nhiều giảng viên đạt thành tích dạy giỏi cấp trường; Giải thưởng Sinh viên nghiên cứu khoa học – Euréka: 02 giải nhất cấp trường năm 2013 và 2015; 01 giải nhì năm 2015 và 01 giải khuyến khích cấp Thành phố và nhiều danh hiệu cá nhân khác. Khoa được nhà trường tặng danh hiệu tập thể lao động xuất sắc tiên tục từ năm 2011-2015. Bằng khen của Bộ trưởng Bộ Công thương năm 2013, 2014 và 2018. Năm 2016 khoa được Thủ tướng Chính phủ tặng bằng khen.",Thong_tin_khoa
55,Năm 2018 chương trình đào tạo ngành Công nghệ Hóa học đã được công nhận bởi tổ chức đảm bảo chất lượng của các trường Đại học Đông Nam Á (AUN-QA). Năm 2022 chương trình Đào tạo ThS Hóa phân tích được kiểm định và đạt yêu cầu theo của Bộ giáo Dục và đào tạo.,Thong_tin_khoa
56,"Khoa đã có hợp tác quốc tế với các Khoa có Đào tạo lĩnh vực Công nghệ Hóa học và liên quan của nhiều Trường Đại học trên thế giới: Đại học Chulalongkorn, Thammasat (Thái Lan), Đại học Malaysia Pahang (Malaysia), Đại học Quốc gia Changwon, Trường đại học Sungkyunkwan, Trường đại học Kyung Hee (Hàn Quốc), Đại học Quốc gia Đài Loan, Trường Đại học  Chung Yuan Christian (Đài Loan).",Thong_tin_khoa
57,"Từ năm 2012 - nay, các giảng viên, sinh viên và học viên trong kho đã công bố được 400 công trình nghiên cứu khoa học trên các tạp chí chuyển ngành trong nước và quốc tế, trong đó khoảng 500 bài báo thuộc danh mục SCI, SCE và scopus. Các giảng viên đã thực hiện 50 đề tài các cấp trong đó 02 Nafosted, 05 cấp Bộ và tỉnh.",Thong_tin_khoa
58,Website của khoa công nghệ may thời trang: fgd.iuh.edu.vn,Thong_tin_khoa
59,Email của khoa công nghệ may thời trang: fgd@iuh.edu.vn,Thong_tin_khoa
60,"Khoa Công nghệ may - Thời trang được thành lập từ ngày 01/12/2001, là một đơn vị đào tạo với sứ mệnh cung cấp nguồn nhân lực có chất lượng cao cho các doanh nghiệp sản xuất kinh doanh thuộc ngành may, thời trang. Khoa quản lý đào tạo tất cả các bậc từ cao đẳng đến đại học thuộc hai chuyên ngành Công nghệ May và Thiết kế Thời trang.",Thong_tin_khoa
61,"Trong quá trình phát triển, khoa Công nghệ may - Thời trang không ngừng lớn mạnh. Với tiềm năng về đội ngũ giáo viên trẻ có đủ trình độ cùng kinh nghiệm, hệ thống giáo trình không ngừng được bổ sung cập nhật. Cơ sở vật chất về phòng học, xưởng thực hành có quy mô lớn hiện đại, trang thiết bị luôn được bổ sung, đổi mới và đa dạng, phù hợp với sự phát triển của ngành. Những thế hệ sinh viên ngành May - Thời trang ra trường đã có mặt trong hầu hết trong các doanh nghiệp sản xuất, kinh doanh may mặc trên cả nước và đang được các cơ sở đánh giá tích cực và tín nhiệm cao.",Thong_tin_khoa
62,"Trung thành với truyền thống đào tạo của một trường đại học ứng dụng, sinh viên của Khoa Công nghệ may - Thời trang được trang bị những kiến thức cơ sở, chuyên môn luôn gắn liền với thực tiễn sản xuất, thích hợp với trình độ công nghệ của nước ta và nhu cầu xã hội.",Thong_tin_khoa
63,"Chức năng - Nhiệm vụ: Là đơn vị quản lý hành chính cơ sở của trường, trực tiếp thực hiện các công tác như đào tạo các bậc học từ Cao đẳng đến Đại học ngành Công nghệ May và Thiết kế thời trang; quản lý và biên soạn, cập nhật phát triển chương trình, giáo trình; nghiên cứu khoa học, ứng dụng, chuyển giao công nghệ thuộc lĩnh vực May - Thời trang; hợp tác liên kết đào tạo bậc đại học và sau đại học với các trường trong và ngoài nước.",Thong_tin_khoa
64,"Hiện tại khoa có 35 cán bộ viên chức; trong đó gồm: 1 phó giáo sư, 9 tiến sĩ, 5 nghiên cứu sinh, 18 thạc sĩ; và 2 kỹ sư.",Thong_tin_khoa
65,"Hơn 20 năm qua, khoa đã đào tạo cho xã hội hơn 1.500 kỹ sư công nghệ, 2.000 cử nhân cao đẳng. Hiện nay số sinh viên đang theo học khoảng 1.500 sinh viên ở tất cả các bậc học.",Thong_tin_khoa
66,"Trong thời gian qua, giảng viên trong khoa đã chủ trì thực hiện thành công 5 đề tài nghiên cứu khoa học cấp Bộ, 12 đề tài nghiên cứu cấp trường và đã công bố 52 bài báo khoa học thuộc chuyên ngành trên các tạp chí khoa học trong nước và quốc tế. Năm 2021 ngành Công Nghệ May đã đạt kiểm định AUN-QA.",Thong_tin_khoa
67,"Sinh viên ngành Công nghệ may - Thiết kế Thời trang cũng gặt hái nhiều thành công trong các giải thi cấp quốc gia như: 4 lần đoạt giải nhất trong lĩnh vực Thiết kế Thời trang cấp quốc gia; 1 Giải nhất thi tay nghề Quốc gia 2008; 1 Giải nhì thi tay nghề Quốc gia 2010; 3 huy chương vàng thi tay nghề Bộ Công Thương 2004, 2006, 2008; 3 huy chương vàng thi tay nghề Đồng Nai 2006, 2008, 2010; 3 huy chương vàng thi tay nghề Tp. Hồ Chí Minh 2006, 2008, 2010; 1 Giải nhất cuộc thi Fascen Collection Năm 2009; 1 Giải nhất cuộc thi trang phục lót do Triump tổ chức năm 2012; 1 Giải nhất cuộc thi Aquafina Pure Fashion 2014; 1 Giải nhất cuộc thi Cotton USA fashion Design Contest Năm 2017.",Thong_tin_khoa
68,Website của khoa công nghệ may thời trang: fhre.iuh.edu.vn,Thong_tin_khoa
69,Email của khoa công nghệ may thời trang: fhre@iuh.edu.vn,Thong_tin_khoa
70,Khoa Công nghệ Nhiệt Lạnh được thành lập năm 2008. Tiền thân của Khoa là Trung tâm Công nghệ Nhiệt Lạnh (2003-2008) và Bộ môn Kỹ thuật Nhiệt Lạnh thuộc Khoa Cơ khí (2005- 2008).,Thong_tin_khoa
71,"Khoa Công nghệ Nhiệt Lạnh cung cấp các chương trình đào tạo thực tế và hiện đại, chú trọng lý thuyết và phát triển kỹ năng thực hành ứng dụng nhằm trang bị cho sinh viên các kiến thức, kỹ năng và thái độ cần thiết để trở thành những chuyên gia, nhân viên kỹ thuật trong tương lai, đáp ứng nguồn nhân lực có trình độ cao cho các doanh nghiệp.",Thong_tin_khoa
72,"Xây dựng chiến lược phát triển đào tạo ngành công nghệ kỹ thuật nhiệt, công nghệ kỹ thuật năng lượng, quản lý năng lượng đảm bảo mục tiêu và sứ mạng của nhà trường.",Thong_tin_khoa
73,"Tổ chức thực hiện kế hoạch giảng dạy và học tập các môn học trong chương trình đào tạo theo quy chế của Bộ Giáo dục và Đào tạo và quy định của nhà trường, đảm bảo chuẩn đầu ra của người học đáp ứng nhu cầu doanh nghiệp và xã hội.",Thong_tin_khoa
74,"Tổ chức thực hiện các hoạt động nghiên cứu khoa học và chuyển giao công nghệ liên quan đến lĩnh vực nhiệt lạnh và năng lượng, hợp tác với các đơn vị đào tạo, viện nghiên cứu và doanh nghiệp trong việc nghiên cứu và ứng dụng khoa học công nghệ nhiệt lạnh.",Thong_tin_khoa
75,Nhiệm vụ: Xây dựng chiến lược phát triển đào tạo ngành công nghệ kỹ thuật nhiệt lạnh và năng lượng,Thong_tin_khoa
76,Chủ trì đăng ký nhiệm vụ và xây dựng đề án mở ngành đào tạo mới liên quan lĩnh vực nhiệt lạnh và năng lượng.,Thong_tin_khoa
77,Xây dựng kế hoạch phát triển đội ngũ giảng viên.,Thong_tin_khoa
78,"Xây dựng kế hoạch đầu tư cơ sở vật chất và trang thiết bị thí nghiệm, thực hành phục vụ việc giảng dạy và nghiên cứu khoa học.",Thong_tin_khoa
79,Phối hợp với các đơn vị liên quan trong việc giới thiệu và quảng bá ngành công nghệ kỹ thuật nhiệt lạnh và năng lượng.,Thong_tin_khoa
80,"Chủ trì và phối hợp với các đơn vị liên quan trong việc duy trì các liên hệ, liên kết với các cựu sinh viên, các doanh nghiệp để có thể nhận được các phản hồi, đóng góp ý kiến, nguyện vọng về chương trình đào tạo, chất lượng giảng viên cũng như điều kiện học tập và sự đáp ứng của sinh viên tốt nghiệp đối với nhu cầu của doanh nghiệp, qua đó hiệu chỉnh, cập nhật chương trình đào tạo.",Thong_tin_khoa
81,"Tổ chức thực hiện kế hoạch giảng dạy và học tập của khoa công nghệ nhiệt lạnh: Thực hiện nhiệm vụ đào tạo toàn diện về kiến thức, kỹ năng và thái độ cho sinh viên ngành công nghệ kỹ thuật nhiệt và năng lượng đáp ứng nhu cầu doanh nghiệp và xã hội.",Thong_tin_khoa
82,Lập kế hoạch giảng dạy năm học theo tiến độ chung của nhà trường; thực hiện việc giảng dạy theo kế hoạch; quản lý nề nếp giảng dạy của giảng viên và việc học tập của sinh viên; đề nghị khen thưởng cũng như kỷ luật giảng viên và sinh viên theo quy định của nhà trường.,Thong_tin_khoa
83,Quản lý đề thi; lập kế hoạch và tổ chức kiểm tra và thi đảm bảo tiến độ chung của nhà trường; lưu trữ kết quả học tập của sinh viên trong Khoa.,Thong_tin_khoa
84,"Chủ trì biên soạn giáo trình, bài giảng, giáo án và các tài liệu phục vụ dạy học.",Thong_tin_khoa
85,Tổ chức nghiên cứu và cải tiến phương pháp dạy học nhằm nâng cao chất lượng đào tạo.,Thong_tin_khoa
86,Xây dựng kế hoạch đào tạo và bồi dưỡng giảng viên phù hợp với yêu cầu giảng dạy.,Thong_tin_khoa
87,Tổ chức cho sinh viên đi thực tập tốt nghiệp cũng như đi trải nghiệm thực tế tại các doanh nghiệp.,Thong_tin_khoa
88,"Quản lý và sử dụng hiệu quả cơ sở vật chất và trang thiết bị thí nghiệm, thực hành của Khoa, lập kế hoạch vật tư và các trang thiết bị phục vụ việc dạy học.",Thong_tin_khoa
89,"Tổ chức các lớp đào tạo, bồi dưỡng chuyên môn và nghiệp vụ đáp ứng nhu cầu doanh nghiệp và xã hội.",Thong_tin_khoa
90,"Tổ chức thực hiện các hoạt động nghiên cứu khoa học và chuyển giao công nghệ:
Tạo môi trường học tập cũng như nghiên cứu tốt cho sinh viên và giảng viên; gắn kết đào tạo với nghiên cứu khoa học và triển khai ứng dụng; khuyến khích, phát triển công tác nghiên cứu khoa học và chuyển giao công nghệ trong giảng viên.",Thong_tin_khoa
91,Tổ chức họp Khoa cũng như các hoạt động sinh hoạt khoa học định kỳ cấp Khoa.,Thong_tin_khoa
92,Tham dự các hội nghị khoa học trong nước và quốc tế cũng như đăng bài trên các tạp chí khoa học uy tín.,Thong_tin_khoa
93,"Chủ trì và phối hợp với các đơn vị liên quan trong việc khai thác các dự án hợp tác trong nước và quốc tế, tổ chức các hội thảo khoa học chuyên ngành nhiệt lạnh, mời gọi tài trợ thiết bị phục vụ giảng dạy và nghiên cứu cũng như tài trợ học bổng cho sinh viên.",Thong_tin_khoa
