STT,Content,Label
29,"“Gừng sưởi ấm” của sinh viên IUH chinh phục hơn 5.000 khách hàng, giành Giải Nhì Khởi nghiệp Xanh 2025",Thong_Tin_Truong
30,"IUH đề xuất mô hình đào tạo đột phá tại tọa đàm do Ban Tuyên giáo Trung ương, Ban Dân vận Trung ương và Báo Sài Gòn Giải Phóng tổ chức",Thong_Tin_Truong
31,"InnoGreenLife IUH mùa 5: “Dám nghĩ, dám làm” Vì một cuộc sống xanh",Thong_Tin_Truong
32,IUH đạt nhiều thành tích xuất sắc trong phong trào thi đua “Dân vận khéo” năm 2025,Thong_Tin_Truong
33,Sinh viên IUH được lựa chọn trình bày sản phẩm công nghệ trước Tổng Bí thư tại Đại hội Đảng TP. Hồ Chí Minh,Thong_Tin_Truong
34,"Trang bị kiến thức cho sinh viên về phòng, chống tệ nạn học đường và tội phạm mạng",Thong_Tin_Truong
35,Bộ Công Thương lấy ý kiến quy chuẩn mới sản phẩm đồ uống có cồn,Thong_Tin_Truong
36,80 tỷ học bổng năm học 2025 - 2026 tại IUH: Giáo dục không chỉ nuôi dưỡng tri thức mà còn gìn giữ ước mơ,Thong_Tin_Truong
37,"Ngày hội Chào Tân sinh viên: IUH vinh danh thủ khoa, trao học bổng và tri ân doanh nghiệp đồng hành",Thong_Tin_Truong
38,Đại học Công nghiệp TP. HCM đón nhận cờ thi đua của Thủ tướng Chính phủ,Thong_Tin_Truong
39,"IUH triển khai chương trình hành động thực hiện các nghị quyết về KH&CN, đổi mới sáng tạo và chuyển đổi số",Thong_Tin_Truong
40,IUH vinh danh và khen thưởng hoạt động nghiên cứu khoa học và công nghệ năm 2024,Thong_Tin_Truong
41,"IUH và Roboworld ký kết hợp tác, thúc đẩy nghiên cứu và đào tạo trong lĩnh vực Robot",Thong_Tin_Truong
42,IUH vượt chỉ tiêu trong tuyển chọn sinh viên đào tạo Sĩ quan dự bị năm 2025,Thong_Tin_Truong
43,Đảng viên Trường đại học Công nghiệp TP. Hồ Chí Minh vinh dự nhận Huy hiệu Đảng nhân dịp Lễ Quốc khánh,Thong_Tin_Truong
44,Kết nối giáo dục – doanh nghiệp: IUH và Huỳnh Thy hợp tác phát triển nguồn nhân lực chất lượng cao,Thong_Tin_Truong
45,"IUH đạt 100% cán bộ, viên chức và người lao động tham gia tập huấn An toàn vệ sinh lao động",Thong_Tin_Truong
46,Báo cáo viên IUH chia sẻ kinh nghiệm tại Hội thảo quốc tế do Bộ GD&ĐT và AUN tổ chức,Thong_Tin_Truong
47,IUH đồng hành cùng thế hệ trẻ: Lê Minh Quân được vinh danh trong 47 học sinh tiêu biểu của Công đoàn Công Thương Việt Nam,Thong_Tin_Truong
48,Đại học Công nghiệp TP.HCM đưa AI vào giáo dục – Hướng tới nguồn nhân lực chất lượng cao,Thong_Tin_Truong
49,IUH đưa vào sử dụng phòng thí nghiệm hiện đại về Thiết kế vi mạch và Đo kiểm,Thong_Tin_Truong
50,Tiếp lửa học tập – Hơn 1000 suất học bổng Nguyễn Đức Cảnh được trao tại IUH,Thong_Tin_Truong
51,Thành lập Chi hội Vô tuyến – Điện tử tại IUH – Bước tiến mới trong hợp tác và nghiên cứu,Thong_Tin_Truong
52,05 sinh viên IUH sang Nga trao đổi về điện hạt nhân: Nỗ lực hợp tác quốc tế & chuẩn bị cho ngành đào tạo mới,Thong_Tin_Truong
53,Vượt 140 đối thủ để đăng quang MECA: Những gương mặt IUH nào đã làm được điều đó?,Thong_Tin_Truong
54,"Chào mừng Đại hội Đại biểu Đảng bộ Bộ Công Thương lần thứ I, nhiệm kỳ 2025 - 2030",Thong_Tin_Truong
55,Thêm 7 chương trình của IUH được công nhận chuẩn AUN-QA ở mức cao,Thong_Tin_Truong
56,Lan tỏa tinh thần bác ái IUH: Hành trình sẻ chia yêu thương đến vùng đất khó,Thong_Tin_Truong
57,Lễ ký kết hợp tác giữa Đại học Công nghiệp TP.HCM và Trung tâm Kiểm định Công nghiệp II,Thong_Tin_Truong
58,Hội nghị tổng kết công tác thi đua khen thưởng Khối thi đua số 10 năm học 2024–2025,Thong_Tin_Truong
59,Thư chúc mừng nhân kỷ niệm 100 năm Ngày Báo chí Cách mạng Việt Nam (21/6/1925 - 21/6/2025),Thong_Tin_Truong
60,IUH lọt TOP các trường đại học hàng đầu thế giới theo QS WUR 2026,Thong_Tin_Truong
61,Đại học Công nghiệp TP. HCM công bố điểm sàn đánh giá năng lực,Thong_Tin_Truong
62,Khối C vẫn “nóng” tại ngôi trường kỹ thuật mạnh: Đại học Công nghiệp TP.HCM mở rộng cơ hội với ngành Luật,Thong_Tin_Truong
63,"Đại hội Đại biểu Đảng bộ Trường đại học Công nghiệp TP. HCM, nhiệm kỳ 2025 – 2030 thành công tốt đẹp",Thong_Tin_Truong
64,"IUH kiện toàn xây dựng Đảng: Lan tỏa không gian văn hóa Hồ Chí Minh, hướng đến Đại hội đại biểu Đảng bộ Nhà trường nhiệm kỳ mới",Thong_Tin_Truong
65,"Hành trình 5 năm - IUH tăng cường kết nối doanh nghiệp, đồng hành cùng sinh viên",Thong_Tin_Truong
66,IUH – Hướng đến đào tạo chất lượng cao và quốc tế hoá,Thong_Tin_Truong
67,"IUH đẩy mạnh nghiên cứu, khẳng định vị thế từ học thuật đến thị trường",Thong_Tin_Truong
68,Hành trình 5 năm IUH chuyển mình về quy mô và vị thế,Thong_Tin_Truong
69,8 tiêu chí đạt mức cao vượt mong đợi – IUH bứt phá trong đánh giá theo tiêu chuẩn AUN-QA phiên bản 3.0,Thong_Tin_Truong
70,"Hội nghị đối thoại giữa lãnh đạo Nhà trường và sinh viên năm 2025: Phát huy tinh thần dân chủ, lắng nghe tiếng nói người học",Thong_Tin_Truong
71,"IUH khánh thành cầu giao thông tại Bến Tre: Lan tỏa tinh thần nhân văn, kết nối cộng đồng, học tập tấm gương Bác Hồ vĩ đại",Thong_Tin_Truong
72,Bế mạc Hội thao Đại học Công nghiệp TP. Hồ Chí Minh năm 2025,Thong_Tin_Truong
73,Panasonic Việt Nam tài trợ Trung tâm giải pháp HVAC cho Đại học Công nghiệp TP.HCM và khánh thành phòng Lab hiện đại,Thong_Tin_Truong
74,Mitsubishi Việt Nam tiếp tục trao tặng xe ô tô phục vụ đào tạo tại Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
75,IUH hòa nhịp cùng cả nước: Tự hào kỷ niệm 50 năm Ngày Giải phóng Miền Nam – Thống nhất đất nước,Thong_Tin_Truong
76,IUH bế mạc thành công đợt đánh giá chất lượng cấp trường theo tiêu chuẩn AUN-QA lần thứ 15,Thong_Tin_Truong
77,AVEVA tài trợ gói phần mềm trị giá 180.000 đô Mỹ cho Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
78,Đại học Công nghiệp TP.HCM lần đầu tiên đánh giá chất lượng cấp cơ sở theo chuẩn AUN-QA,Thong_Tin_Truong
79,IUH vững bước khởi nghiệp – Vinh dự nhận bằng khen của Bộ trưởng Bộ Giáo dục và Đào tạo,Thong_Tin_Truong
80,"Hội nghị Khoa học Quốc tế BAIC lần 2, năm 2025 tại Đại học Công nghiệp TP. HCM",Thong_Tin_Truong
81,Hội thảo “Giới thiệu về các biện pháp Phòng vệ thương mại” tại IUH: Trang bị kiến thức chiến lược trong bối cảnh hội nhập quốc tế,Thong_Tin_Truong
82,Khai mạc đánh giá chất lượng 03 chương trình đào tạo trình độ đại học theo tiêu chuẩn AUN-QA của IUH,Thong_Tin_Truong
83,IUH khánh thành Phòng thí nghiệm Robot và tiếp nhận thiết bị từ ABB Việt Nam,Thong_Tin_Truong
84,"Kỳ thi đánh giá năng lực Đại học Quốc gia TP. HCM đợt 1: An toàn, đúng quy chế tại Cụm 10 (IUH)",Thong_Tin_Truong
85,Hội thảo “Nâng cao năng lực quản trị tài sản trí tuệ” của Cục Sở hữu trí tuệ tại IUH,Thong_Tin_Truong
86,"IUH tăng cường trao đổi, hợp tác các doanh nghiệp trong kỷ nguyên AI",Thong_Tin_Truong
87,Tuần cuối trước kỳ thi đánh giá năng lực: Checklist quan trọng thí sinh không thể bỏ lỡ!,Thong_Tin_Truong
88,Trải nghiệm tham quan học tập kết hợp hoạt động cộng đồng của đội ngũ cán bộ viên chức Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
89,"Thi đánh giá năng lực 2025, thí sinh được mang vật dụng gì vào phòng thi?",Thong_Tin_Truong
90,Ứng dụng AI trong tập huấn dạy học dựa trên chuẩn đầu ra (OBE),Thong_Tin_Truong
91,Khai mạc Hội thảo quốc tế IUKM 2025 tại IUH,Thong_Tin_Truong
92,"Lễ khai giảng khóa đào tạo trình độ tiến sĩ, thạc sĩ và trao bằng cho các Tân thạc sĩ tại IUH",Thong_Tin_Truong
93,Giám đốc Sở GD-ĐT Tây Ninh: “IUH là nơi chúng tôi tin tưởng gửi gắm học sinh của mình”,Thong_Tin_Truong
94,Hội thảo xu thế truyền thông quốc tế Việt - Nhật,Thong_Tin_Truong
95,IUH tổng kết 15 năm hợp tác cùng Đại học Liège (Vương quốc Bỉ),Thong_Tin_Truong
96,"Hội nghị Viên chức, Người lao động Đại học Công nghiệp TP. HCM năm 2025",Thong_Tin_Truong
97,Tuổi trẻ IUH nâng cao tinh thần “Tương thân tương ái” nhân dịp Xuân Ất Tỵ 2025,Thong_Tin_Truong
98,Thư chúc mừng Xuân Ất Tỵ năm 2025 của Hiệu trưởng Đại học Công nghiệp Thành phố Hồ Chí Minh,Thong_Tin_Truong
99,Tết ấm nghĩa tình của viên chức – người lao động IUH,Thong_Tin_Truong
100,Nâng cao tính giáo dục trong sinh hoạt chi bộ - Đại hội Chi bộ 1 nhiệm kỳ 2025 - 2027,Thong_Tin_Truong
101,Hội thảo “Công nghệ bán dẫn và internet vạn vật (IoT) cho xã hội thông minh”,Thong_Tin_Truong
102,Nhìn lại 10 năm đẩy mạnh hợp tác doanh nghiệp,Thong_Tin_Truong
103,IUH: 10 hoạt động và thành tựu tiêu biểu năm học 2023 – 2024,Thong_Tin_Truong
104,Nhiều cơ hội hợp tác trong đào tạo và việc làm sau chuyến làm việc tại Nhật Bản của Hiệu trưởng IUH,Thong_Tin_Truong
105,IUH ký kết hợp tác với Trung tâm Giáo dục nghề nghiệp Lái xe Trường Vinh,Thong_Tin_Truong
106,Trung tâm Đổi mới Sáng tạo Đại học Công nghiệp TP.HCM  lọt top 40 giải thưởng I-Star 2024,Thong_Tin_Truong
107,"IUH tiếp nhận thiết bị tài trợ dự án PIUS trị giá 4,5 tỉ đồng",Thong_Tin_Truong
108,"Lần đầu tiên IUH vinh danh và trao Quyết định cho 13 Phó Giáo sư, cao nhất từ trước đến nay",Thong_Tin_Truong
109,IUH chào đón 18 kỹ sư hoàn thành khóa đào tạo sĩ quan dự bị năm 2024,Thong_Tin_Truong
110,Cắt băng khánh thành hệ thống điều hòa không khí mini VRF DVM S ECO Samsung và hội thảo ứng dụng IOT tại IUH,Thong_Tin_Truong
111,"Hơn 2000 tân cử nhân, kỹ sư tốt nghiệp, chinh phục hành trình tri thức",Thong_Tin_Truong
112,Hội thảo công nghệ sấy hiện đại tại Khoa Công nghệ Nhiệt Lạnh - IUH,Thong_Tin_Truong
113,"Hơn 7000 vị trí việc làm tại Ngày hội tuyển dụng, việc làm IUH năm 2024",Thong_Tin_Truong
114,Hội nghị Khoa học quốc tế ASIA CALL lần thứ XXI được diễn ra tại Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
115,"Tháng 11, mùa tri ân người gieo tri thức - Ký ức thầy cô IUH mùa 03",Thong_Tin_Truong
116,Samsung Vina trao tặng thiết bị thực hành cho sinh viên IUH,Thong_Tin_Truong
117,Đại học Công nghiệp TP.HCM tiếp tục nhận tài trợ trang thiết bị trị giá hơn 600 triệu từ LS Electric Việt Nam,Thong_Tin_Truong
118,Đại học Công nghiệp TP. HCM có giảng viên đạt danh hiệu “Nhà giáo tiêu biểu” năm 2024,Thong_Tin_Truong
119,"Thư chúc mừng Ngày Nhà giáo Việt Nam 20/11 của TS. Phan Hồng Hải - Bí thư Đảng ủy, Hiệu trưởng Đại học Công nghiệp Thành phố Hồ Chí Minh",Thong_Tin_Truong
120,Hội nghị Khoa học Quốc tế lần thứ 7 – MAMM 2024” tại IUH,Thong_Tin_Truong
121,Hội nghị Khoa học lần 2 tại khoa Khoa học Cơ bản - IUH,Thong_Tin_Truong
122,Đội IUH Eco-Leaders tỏa sáng tại Chung kết cuộc thi “Quản trị công ty hướng tới phát triển bền vững 2024”,Thong_Tin_Truong
123,Giảng viên trẻ Đại học Công nghiệp TP.HCM xuất sắc giành giải Nhì – Giải thưởng KHCN Quốc gia,Thong_Tin_Truong
124,Sinh viên IUH đoạt giải nhất trong cuộc thi “Tái tạo xanh” do Báo Tuổi trẻ và Liên minh Tái chế bao bì Việt Nam tổ chức,Thong_Tin_Truong
125,Sôi nổi hoạt động văn nghệ chào mừng ngày Nhà giáo Việt Nam 20/11 tại Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
126,Đoàn đánh giá ngoài AUN-QA đánh giá chất lượng 04 chương trình đào tạo trình độ đại học của IUH,Thong_Tin_Truong
127,IUH cùng Rock Wool Khải Hoàn ươm mầm tương lai,Thong_Tin_Truong
128,IUH ký kết MOU với Liên danh Hanabi Group - Hashimotogumi,Thong_Tin_Truong
129,Hội nghị tổng kết công tác Đoàn – Hội năm học 2023 – 2024 và triển khai nhiệm vụ năm học mới tại IUH,Thong_Tin_Truong
130,"Liên hoan cán bộ Đoàn, Đảng viên trẻ và Lễ kết nạp Hội sinh viên Việt Nam tại Đại học Công nghiệp TP. HCM",Thong_Tin_Truong
131,"Hội thảo “Dr Energy Recovery Ventilator”, trao tặng thiết bị và học bổng Dr Fan tại Đại Học Công nghiệp TP. HCM",Thong_Tin_Truong
132,IUH tiếp nhận tài trợ thiết bị hơn nửa tỉ đồng từ Mitsubishi Electric Việt Nam,Thong_Tin_Truong
133,Lộ diện 9 thủ khoa đầu vào của Đại học Công nghiệp TP. HCM được vinh danh tại Lễ Khai giảng năm học 2024 – 2025,Thong_Tin_Truong
134,Vinh danh và khen thưởng hoạt động nghiên cứu khoa học và công nghệ năm 2023 tại Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
135,Đại học Công nghiệp TP. HCM cùng VPBank thắp sáng tài năng,Thong_Tin_Truong
136,Bùng cháy đêm đại nhạc hội chào đón tân sinh viên tại Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
137,Tiếng trống thiêng liêng chào đón năm học mới 2024 - 2025 tại Đại học Công nghiệp TP.HCM,Thong_Tin_Truong
138,Đại học Công nghiệp TP. HCM hoàn thành kiểm định chu kỳ 2 cho 04 chương trình đại học,Thong_Tin_Truong
139,Hội thảo giải pháp làm sạch không khí và trao học bổng Air Filtech tại Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
140,Đại học Công nghiệp TP. HCM chung tay hướng về đồng bào miền Bắc,Thong_Tin_Truong
141,Lễ Tổng kết INNOGREENLIFE2023” và khởi động giải Cuộc thi “INNOGREENLIFE2024 - Đổi mới sáng tạo vì cuộc sống Xanh”,Thong_Tin_Truong
142,Sinh hoạt công dân – sinh viên đầu khoá K20 tại Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
143,Khai mạc dự án Eurasia với chủ đề “Kết nối tri thức – Xây dựng cộng đồng thanh niên Châu Á” tại Đại học Công nghiệp TP. HCM,Thong_Tin_Truong
144,"400 viên chức, sinh viên IUH tham gia chương trình đi bộ đồng hành “Vì người nghèo” năm 2024",Thong_Tin_Truong
145,"Hơn 3000 tân cử nhân, kỹ sư gia nhập thị trường lao động tại Lễ tốt nghiệp của Đại học Công nghiệp Tp. Hồ Chí Minh năm 2024",Thong_Tin_Truong
146,"Hội nghị Khoa học trẻ lần 6 – năm 2024 với chủ đề “Khoa học công nghệ xanh, kiến tạo cuộc sống xanh”",Thong_Tin_Truong
147,"Đại hội Đại biểu Đoàn TNCS Hồ Chí Minh Trường Đại học Công nghiệp Thành phố Hồ Chí Minh lần XII, nhiệm kỳ 2024 - 2027 thành công tốt đẹp",Thong_Tin_Truong
148,Lễ giao quân sinh viên IUH tốt nghiệp đại học đi đào tạo sĩ quan dự bị năm 2024,Thong_Tin_Truong
149,"Lễ Khai giảng chương trình sau đại học và trao bằng bậc thạc sĩ, tiến sĩ năm 2024 tại IUH",Thong_Tin_Truong
150,Chung kết cuộc thi “Thực phẩm và Dinh dưỡng” tại Đai học Công nghiệp TP. HCM (IUH),Thong_Tin_Truong
151,Hơn 800 suất học bổng Nguyễn Đức Cảnh được trao đến các em học sinh năm học 2023 – 2024 tại Đại học Công nghiệp TP.HCM,Thong_Tin_Truong
152,"Thứ trưởng Phan Thị Thắng làm việc với Đại học Công nghiệp TP. Hồ Chí Minh về tài chính, đầu tư công",Thong_Tin_Truong
153,Khai mạc chương trình tập huấn phương pháp giảng dạy tiếng Việt cho người nước ngoài tại IUH,Thong_Tin_Truong
154,Sinh Viên IUH xuất sắc giành quán quân tại cuộc thi Meca năm 2024,Thong_Tin_Truong
155,"IUH sẽ đăng cai Hội nghị khoa học quốc gia về Năng lượng, Điện tử và Tự động hóa lần thứ 2 (EEA 2025)",Thong_Tin_Truong
156,"IUH trao tặng hệ thống lọc nước RO và tặng quà tại Champasak, Lào trị giá 200 triệu đồng",Thong_Tin_Truong
157,Hội nghị tập huấn nghiệp vụ kiểm tra công tác coi thi kỳ thi tốt nghiệp THPT năm 2024 tại IUH,Thong_Tin_Truong
158,Chung kết Cuộc thi khởi nghiệp đổi mới sáng tạo - vì cuộc sống xanh lần 3 tại IUH,Thong_Tin_Truong
159,Hội thảo Sinh viên Nghiên cứu Khoa học khoa Quản trị Kinh doanh Lần VI - IUH BASS 2024,Thong_Tin_Truong
160,Bế mạc đánh giá chương trình đào tạo thạc sĩ theo tiêu chuẩn AUN-QA lần thứ 381 tại Đại học Công nghiệp TP.HCM,Thong_Tin_Truong
161,Khai mạc Đánh giá chất lượng chương trình đào tạo thạc sĩ theo tiêu chuẩn AUN-QA,Thong_Tin_Truong
162,Nhật Bản hỗ trợ đào tạo kỹ sư và kỹ thuật viên ngành công nghiệp ô tô tại IUH,Thong_Tin_Truong
163,"Bế mạc khảo sát chính thức đánh giá chất lượng đào tạo trình độ đại học, thạc sĩ theo chuẩn MOET tại Đại học Công nghiệp TP.HCM",Thong_Tin_Truong
164,Chào mừng sinh nhật Bác,Thong_Tin_Truong
165,"Khai mạc Đánh giá ngoài Chương trình đào tạo trình độ đại học, thạc sĩ theo chuẩn MOET tại Đại học Công nghiệp TP.HCM",Thong_Tin_Truong
166,Nam A Bank mang văn hóa trà Việt tới IUH,Thong_Tin_Truong
167,Bế mạc Hội giảng môn học Giáo dục Thể chất năm học 2023 - 2024,Thong_Tin_Truong
168,"Hàng nghìn việc làm tại Ngày hội tuyển dụng, việc làm tại IUH năm 2024",Thong_Tin_Truong
169,Lễ bế mạc và trao giải Hội thao Đại học Công nghiệp TP.HCM,Thong_Tin_Truong
170,Lễ Khai mạc Hội giảng cấp trường môn học Giáo dục Thể chất năm học 2023 – 2024,Thong_Tin_Truong
171,99% thí sinh dự thi đánh giá năng lực đợt 1 tại Đại học Công nghiệp Thành phố Hồ Chí Minh (IUH),Thong_Tin_Truong
172,IUH nhận giấy khen của Ban Chấp hành Đảng bộ Khối Các cơ quan Trung ương tại Thành phố Hồ Chí Minh,Thong_Tin_Truong
173,Lễ Khai mạc Hội thao toàn trường năm 2024,Thong_Tin_Truong
174,Đại học Công nghiệp TP. Hồ Chí Minh cho phép sinh viên học thạc sĩ,Thong_Tin_Truong
175,Đại học Công nghiệp Thành phố Hồ Chí Minh tổ chức các hoạt động chào mừng ngày Quốc tế Phụ nữ,Thong_Tin_Truong
176,"Hội nghị Viên chức, người lao động năm 2024",Thong_Tin_Truong
177,Hội nghị Tổng kết công tác Đảng năm 2023 và triển khai phương hướng nhiệm vụ năm 2024,Thong_Tin_Truong
178,Hội nghị Viên chức – Người lao động năm 2024 tại các đơn vị trực thuộc trường,Thong_Tin_Truong
179,10 sự kiện và thành tựu tiêu biểu năm 2023 của IUH,Thong_Tin_Truong
180,IUH tổ chức các chương trình hướng về ngày Quân đội Nhân dân Việt Nam,Thong_Tin_Truong
181,Hội nghị tổng kết hoạt động Công đoàn Trường Đại học Công nghiệp Thành phố Hồ Chí Minh năm học 2022 - 2023,Thong_Tin_Truong
182,Trường Đại học Công nghiệp TP. Hồ Chí Minh trao quyết định bổ nhiệm chức danh Phó Giáo sư,Thong_Tin_Truong
183,Sinh viên IUH “nổi bật” tại cuộc thi Olympic Tin học và lập trình viên Quốc tế châu Á 2023,Thong_Tin_Truong
184,IUH long trọng tổ chức Lễ bế giảng và trao bằng Tốt nghiệp năm 2023,Thong_Tin_Truong
185,"Hội thảo “Cải tiến phương pháp giảng dạy kỹ năng làm việc nhóm, thích ứng tốt trong bối cảnh hội nhập quốc tế”",Thong_Tin_Truong
186,IUH tổ chức Lễ bảo vệ Luận án tiến sĩ cấp trường,Thong_Tin_Truong
187,IUH tổ chức huấn luyện bắn đạn thật cho Lực lượng tự vệ,Thong_Tin_Truong
188,IUH đã có chuyến thăm và làm việc tại Trường Đại học Công nghiệp Hà Nội,Thong_Tin_Truong
189,"Hơn 50 doanh nghiệp tham gia “săn” nhân sự tại Ngày hội Tuyển dụng, Việc làm IUH 2023",Thong_Tin_Truong
190,IUH tổ chức huấn luyện Lực lượng tự vệ 2023,Thong_Tin_Truong
191,Hội nghị Khoa học trẻ lần thứ 5 – năm 2023 với chủ đề “Tri thức trẻ trong kỷ nguyên số”,Thong_Tin_Truong
192,Giọt nước mắt hạnh phúc của ba mẹ trong ngày con yêu trở thành tân cử nhân IUH,Thong_Tin_Truong
193,IUH kỷ niệm 41 năm Ngày Nhà giáo Việt Nam 20/11,Thong_Tin_Truong
194,"IUH vinh danh 31 gương “Nhà giáo trẻ tiêu biểu” và “Cán bộ, Viên chức trẻ, giỏi, thân thiện” năm 2023",Thong_Tin_Truong
195,Ký ức thầy cô – tri ân người lái đò thầm lặng,Thong_Tin_Truong
196,Ấn tượng Hội diễn Văn nghệ chào mừng ngày Nhà giáo Việt Nam tại IUH,Thong_Tin_Truong
197,Khoa Công nghệ Nhiệt Lạnh – 20 năm hình thành và phát triển mạnh mẽ,Thong_Tin_Truong
198,Hội thảo chia sẻ liệu pháp Mitsui Onnetsu và ứng dụng trong hỗ trợ điều trị bệnh,Thong_Tin_Truong
199,Hội nghị Khoa học Quốc tế “Công nghệ Năng lượng bền vững” tại IUH,Thong_Tin_Truong
200,Lễ Khai mạc Hội giảng cấp trường năm học 2023 – 2024,Thong_Tin_Truong
201,Giáo sư Mỹ dự hội thảo “Ứng dụng Công nghệ Nano trong lĩnh vực An toàn thực phẩm và Nông nghiệp” tại IUH,Thong_Tin_Truong
202,Khai mạc đợt đánh giá các chương trình đào tạo theo tiêu chuẩn AUN-QA lần thứ 353 tại IUH,Thong_Tin_Truong
203,RYNAN Technologies Vietnam tài trợ thiết bị giảng dạy cho Trường Đại học Công nghiệp TP. Hồ Chí Minh,Thong_Tin_Truong
204,Trường Đại học Công nghiệp TP. Hồ Chí Minh khai giảng năm học 2023-2024,Thong_Tin_Truong
205,Những điểm đặc biệt chỉ có Khai giảng IUH mới có,Thong_Tin_Truong
206,Mùa trăng yêu thương tại IUH,Thong_Tin_Truong
207,IUH thành lập Viện Tài chính – Kế toán và Bổ nhiệm viên chức quản lý viện,Thong_Tin_Truong
208,Số hóa hoạt động đánh năng lực lập trình bằng nền tảng IUHcoder,Thong_Tin_Truong
209,Từ dự án tham dự Cuộc thi Đổi mới sáng tạo vì cuộc sống Xanh – INNOGREENLIFE đến doanh nghiệp Spin-off,Thong_Tin_Truong
210,Phát huy vai trò của tổ chức đảng trong trường học – Kinh nghiệm từ thực tiễn Trường Đại học Công nghiệp TP. Hồ Chí Minh,Thong_Tin_Truong
211,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh tham dự hội nghị quốc tế AUN-QA 2023 tại Bangkok Thái Lan,Thong_Tin_Truong
212,Sinh viên IUH giành giải cao trong Cuộc thi ý tưởng khởi nghiệp sinh viên UNIV STAR 2023,Thong_Tin_Truong
