STT,Thông tin,Label
39,IUH tổ chức thành công các sự kiện học thuật và đào tạo với các nhà khoa học từ châu Âu,Nghiên cứu
40,IUH: 10 tỷ đồng cho hoạt động sáng tạo và khởi nghiệp của sinh viên,Nghiên cứu
41,Tổng hợp các bài báo quốc tế 2012-2019,Nghiên cứu
42,Hội thảo khoa học quốc tế Ứng dụng vi tảo trong xử lý môi trường nước thả,Nghiên cứu
43,IUH tổ chức Hội thảo quốc tế ICAFB & ICELT 2019,Nghiên cứu
44,Kế hoạch tổ chức Hội nghị khoa học trẻ lần 1 năm 2019,Nghiên cứu
45,Giảng viên và sinh viên Khoa CNTT tham gia tích cực AWS Educate Vietnam Championship – Dự án BUILD-IT,Nghiên cứu
46,Tạp chí Khoa học và Công nghệ - Số 29 (05-2017),Nghiên cứu
47,Tạp chí Khoa học và Công nghệ - Số 27 (03-2017),Nghiên cứu
48,Hội nghị khoa học quốc tế về An ninh lương thực và phát triển bền vững 2017 - ISFS2017,Nghiên cứu
49,Tạp chí Khoa học và Công nghệ - Số 26 (02-2017),Nghiên cứu
50,Tạp chí Khoa học và Công nghệ - Số 25 (01-2017),Nghiên cứu
51,Công bố quốc tế ISI của các đại học Việt Nam trong năm học 2016-2017,Nghiên cứu
52,Tạp chí Khoa học và Công nghệ - Số 24 (03-2016),Nghiên cứu
53,Thành lập Văn phòng đại diện Hội Nghiên cứu Biên tập Công trình Khoa học và Công nghệ Việt Nam tại Thành phố Hồ Chí Minh,Nghiên cứu
54,Tạp chí Khoa học và Công nghệ - Số 23 (02-2016),Nghiên cứu
55,Thông báo kết quả xét duyệt bài báo tham dự Hội nghị Khoa học Quốc tế ICATSD2016,Nghiên cứu
56,Giấy phép hoạt động Tạp chí Khoa học và Công nghệ - Trường Đại học Công nghiệp TP.HCM,Nghiên cứu
57,Sinh viên Trường ĐH Công nghiệp TPHCM xuất sắc dẫn đầu lĩnh vực kỹ thuật và môi trường Euréka 2015,Nghiên cứu
58,"Lễ tuyên dương “Nhà giáo trẻ tiêu biểu” và “Sinh viên nghiên cứu khoa học Euréka”, “Sinh viên 5 tốt” năm học 2014-2015",Nghiên cứu
59,Hội thảo khoa học “Nâng cao chất lượng đào tạo và nghiên cứu khoa học trong điều kiện tự chủ tại Trường Đại học Công nghiệp TPHCM”,Nghiên cứu
60,Ra mắt Câu lạc bộ Nghiên cứu trẻ,Nghiên cứu
61,Trung tâm R&D Tech - Đại học Công nghiệp TPHCM nhận bằng khen của UBND TPHCM nhân Ngày khoa học và công nghệ Việt Nam 18/5,Nghiên cứu
62,Sinh viên Trường Đại học Công nghiệp TPHCM chế tạo hệ thống lọc nước chỉ 10.000 đồng,Nghiên cứu
63,Trường Đại học Công nghiệp TP. HCM kết hợp với Đại học Quốc lập Nghị Lam – Đài Loan tổ chức hội thảo khoa học.,Nghiên cứu
64,Nâng tầm chất lượng giảng dạy: Hội thi giảng viên dạy giỏi GDQP&AN - GDTC tại IUH năm học 2025 - 2026,Tin tức
65,Nhiều sinh viên IUH đạt danh hiệu “Sinh viên 5 tốt” cấp Trung ương và Thành phố,Tin tức
66,"IUH thiết lập hợp tác dài hạn với Trung tâm Hỗ trợ Cộng đồng Giáo dục, TP. Iksan",Tin tức
67,IUH BASS 2025: Nhiều nghiên cứu sinh viên phản ánh vấn đề thời sự trong quản trị kinh doanh,Tin tức
68,21 sinh viên IUH hoàn thành nhiệm vụ đào tạo sĩ quan dự bị năm 2025,Tin tức
69,Ngành Kinh doanh quốc tế và bài toán nguồn nhân lực hội nhập tại IUH,Tin tức
70,Tập huấn Bộ nhận diện thương hiệu IUH: Đồng bộ hình ảnh - Lan tỏa giá trị,Tin tức
71,10 hoạt động và thành tựu tiêu biểu của IUH trong năm học 2024–2025,Tin tức
72,IUH lập dấu ấn tại Olympic Tin học Sinh viên Việt Nam 2025: 100% thí sinh đều đoạt giải,Tin tức
73,Chúc mừng Giáng sinh và Chúc mừng năm mới 2026,Tin tức
74,Hội Cựu chiến binh IUH về nguồn kỷ niệm 81 năm Ngày thành lập Quân đội Nhân dân Việt Nam,Tin tức
75,Đại biểu IUH trúng cử vào Ban Thường vụ Công đoàn Công Thương Việt Nam khóa V,Tin tức
76,Biến vảy cá thành giá trị xanh: Sinh viên IUH chinh phục Giải Nhì FID 2025,Tin tức
77,"Vượt qua hơn 140 đội thi, sinh viên IUH giành giải Nhì Cuộc thi Thiết kế Điện tử Việt Nam 2025",Tin tức
78,IUH vào Top 3 trường có kết quả cao nhất toàn quốc tại OlpAI’25,Tin tức
79,"Ngày hội Chào Tân sinh viên: IUH vinh danh thủ khoa, trao học bổng và tri ân doanh nghiệp đồng hành",Tin tức
80,Đại học Công nghiệp TP. HCM đón nhận cờ thi đua của Thủ tướng Chính phủ,Tin tức
81,"IUH triển khai chương trình hành động thực hiện các nghị quyết về KH&CN, đổi mới sáng tạo và chuyển đổi số",Tin tức
82,IUH vinh danh và khen thưởng hoạt động nghiên cứu khoa học và công nghệ năm 2024,Tin tức
83,"IUH và Roboworld ký kết hợp tác, thúc đẩy nghiên cứu và đào tạo trong lĩnh vực Robot",Tin tức
84,IUH vượt chỉ tiêu trong tuyển chọn sinh viên đào tạo Sĩ quan dự bị năm 2025,Tin tức
85,Đảng viên Trường đại học Công nghiệp TP. Hồ Chí Minh vinh dự nhận Huy hiệu Đảng nhân dịp Lễ Quốc khánh,Tin tức
86,Kết nối giáo dục – doanh nghiệp: IUH và Huỳnh Thy hợp tác phát triển nguồn nhân lực chất lượng cao,Tin tức
87,"IUH đạt 100% cán bộ, viên chức và người lao động tham gia tập huấn An toàn vệ sinh lao động",Tin tức
88,Báo cáo viên IUH chia sẻ kinh nghiệm tại Hội thảo quốc tế do Bộ GD&ĐT và AUN tổ chức,Tin tức
89,IUH đồng hành cùng thế hệ trẻ: Lê Minh Quân được vinh danh trong 47 học sinh tiêu biểu của Công đoàn Công Thương Việt Nam,Tin tức
90,Đại học Công nghiệp TP.HCM đưa AI vào giáo dục – Hướng tới nguồn nhân lực chất lượng cao,Tin tức
91,IUH đưa vào sử dụng phòng thí nghiệm hiện đại về Thiết kế vi mạch và Đo kiểm,Tin tức
92,Tiếp lửa học tập – Hơn 1000 suất học bổng Nguyễn Đức Cảnh được trao tại IUH,Tin tức
93,Thành lập Chi hội Vô tuyến – Điện tử tại IUH – Bước tiến mới trong hợp tác và nghiên cứu,Tin tức
94,Khai mạc đánh giá chất lượng 03 chương trình đào tạo trình độ đại học theo tiêu chuẩn AUN-QA của IUH,Tin tức
95,IUH khánh thành Phòng thí nghiệm Robot và tiếp nhận thiết bị từ ABB Việt Nam,Tin tức
96,"Kỳ thi đánh giá năng lực Đại học Quốc gia TP. HCM đợt 1: An toàn, đúng quy chế tại Cụm 10 (IUH)",Tin tức
97,Hội thảo “Nâng cao năng lực quản trị tài sản trí tuệ” của Cục Sở hữu trí tuệ tại IUH,Tin tức
98,"IUH tăng cường trao đổi, hợp tác các doanh nghiệp trong kỷ nguyên AI",Tin tức
99,Tuần cuối trước kỳ thi đánh giá năng lực: Checklist quan trọng thí sinh không thể bỏ lỡ!,Tin tức
100,Trải nghiệm tham quan học tập kết hợp hoạt động cộng đồng của đội ngũ cán bộ viên chức Đại học Công nghiệp TP. HCM,Tin tức
101,"Thi đánh giá năng lực 2025, thí sinh được mang vật dụng gì vào phòng thi?",Tin tức
102,Ứng dụng AI trong tập huấn dạy học dựa trên chuẩn đầu ra (OBE),Tin tức
103,Khai mạc Hội thảo quốc tế IUKM 2025 tại IUH,Tin tức
104,"Lễ khai giảng khóa đào tạo trình độ tiến sĩ, thạc sĩ và trao bằng cho các Tân thạc sĩ tại IUH",Tin tức
105,Giám đốc Sở GD-ĐT Tây Ninh: “IUH là nơi chúng tôi tin tưởng gửi gắm học sinh của mình”,Tin tức
106,Hội thảo xu thế truyền thông quốc tế Việt - Nhật,Tin tức
107,IUH tổng kết 15 năm hợp tác cùng Đại học Liège (Vương quốc Bỉ),Tin tức
108,"Hội nghị Viên chức, Người lao động Đại học Công nghiệp TP. HCM năm 2025",Tin tức
109,IUH cùng Rock Wool Khải Hoàn ươm mầm tương lai,Tin tức
110,IUH ký kết MOU với Liên danh Hanabi Group - Hashimotogumi,Tin tức
111,Hội nghị tổng kết công tác Đoàn – Hội năm học 2023 – 2024 và triển khai nhiệm vụ năm học mới tại IUH,Tin tức
112,"Liên hoan cán bộ Đoàn, Đảng viên trẻ và Lễ kết nạp Hội sinh viên Việt Nam tại Đại học Công nghiệp TP. HCM",Tin tức
113,"Hội thảo “Dr Energy Recovery Ventilator”, trao tặng thiết bị và học bổng Dr Fan tại Đại Học Công nghiệp TP. HCM",Tin tức
114,IUH tiếp nhận tài trợ thiết bị hơn nửa tỉ đồng từ Mitsubishi Electric Việt Nam,Tin tức
115,Lộ diện 9 thủ khoa đầu vào của Đại học Công nghiệp TP. HCM được vinh danh tại Lễ Khai giảng năm học 2024 – 2025,Tin tức
116,Vinh danh và khen thưởng hoạt động nghiên cứu khoa học và công nghệ năm 2023 tại Đại học Công nghiệp TP. HCM,Tin tức
117,Đại học Công nghiệp TP. HCM cùng VPBank thắp sáng tài năng,Tin tức
118,Bùng cháy đêm đại nhạc hội chào đón tân sinh viên tại Đại học Công nghiệp TP. HCM,Tin tức
119,Tiếng trống thiêng liêng chào đón năm học mới 2024 - 2025 tại Đại học Công nghiệp TP.HCM,Tin tức
120,Đại học Công nghiệp TP. HCM hoàn thành kiểm định chu kỳ 2 cho 04 chương trình đại học,Tin tức
121,Hội thảo giải pháp làm sạch không khí và trao học bổng Air Filtech tại Đại học Công nghiệp TP. HCM,Tin tức
122,Đại học Công nghiệp TP. HCM chung tay hướng về đồng bào miền Bắc,Tin tức
123,Lễ Tổng kết INNOGREENLIFE2023” và khởi động giải Cuộc thi “INNOGREENLIFE2024 - Đổi mới sáng tạo vì cuộc sống Xanh”,Tin tức
124,IUH nhận giấy khen của Ban Chấp hành Đảng bộ Khối Các cơ quan Trung ương tại Thành phố Hồ Chí Minh,Tin tức
125,Lễ Khai mạc Hội thao toàn trường năm 2024,Tin tức
126,Đại học Công nghiệp TP. Hồ Chí Minh cho phép sinh viên học thạc sĩ,Tin tức
127,Đại học Công nghiệp Thành phố Hồ Chí Minh tổ chức các hoạt động chào mừng ngày Quốc tế Phụ nữ,Tin tức
128,"Hội nghị Viên chức, người lao động năm 2024",Tin tức
129,Hội nghị Tổng kết công tác Đảng năm 2023 và triển khai phương hướng nhiệm vụ năm 2024,Tin tức
130,Hội nghị Viên chức – Người lao động năm 2024 tại các đơn vị trực thuộc trường,Tin tức
131,10 sự kiện và thành tựu tiêu biểu năm 2023 của IUH,Tin tức
132,IUH tổ chức các chương trình hướng về ngày Quân đội Nhân dân Việt Nam,Tin tức
133,Hội nghị tổng kết hoạt động Công đoàn Trường Đại học Công nghiệp Thành phố Hồ Chí Minh năm học 2022 - 2023,Tin tức
134,Trường Đại học Công nghiệp TP. Hồ Chí Minh trao quyết định bổ nhiệm chức danh Phó Giáo sư,Tin tức
135,Sinh viên IUH “nổi bật” tại cuộc thi Olympic Tin học và lập trình viên Quốc tế châu Á 2023,Tin tức
136,IUH long trọng tổ chức Lễ bế giảng và trao bằng Tốt nghiệp năm 2023,Tin tức
137,"Hội thảo “Cải tiến phương pháp giảng dạy kỹ năng làm việc nhóm, thích ứng tốt trong bối cảnh hội nhập quốc tế”",Tin tức
138,IUH tổ chức Lễ bảo vệ Luận án tiến sĩ cấp trường,Tin tức
139,Hướng dẫn nhập học năm học 2023 - 2024,Tin tức
140,Những điều Tân sinh viên nên biết để vượt qua “quãng đường đại học” dễ dàng,Tin tức
141,Lễ trao thưởng học bổng Nguyễn Đức Cảnh năm học 2022 - 2023 và vinh danh Gia đình tiêu biểu xuất sắc năm 2023,Tin tức
142,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh ký kết hợp tác cùng Công ty ABB Robotics Việt Nam,Tin tức
143,Tập huấn công tác Công đoàn tại Trường Đại học Công Nghiệp Thành phố Hồ Chí Minh năm 2023,Tin tức
144,Công bố Quyết định bổ nhiệm và Quyết định bổ nhiệm lại viên chức Quản lý,Tin tức
145,Diễn tập thoát nạn cho 300 người ở Trường Đại học Công nghiệp TP.HCM,Tin tức
146,Sinh viên Khoa Công nghệ Điện xuất sắc đạt giải Nhì cuộc thi MECA 2023,Tin tức
147,Hội thảo Sinh viên Nghiên cứu Khoa học Khoa Công nghệ Nhiệt Lạnh lần thứ 5 – 2023,Tin tức
148,Ngành Kỹ thuật điện và Năng lượng tái tạo sau khi ra trường làm gì?,Tin tức
149,Hội nghị sơ kết giữa nhiệm kỳ thực hiện Nghị quyết Đại hội Đảng bộ Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức
150,IUH ký kết hợp tác toàn diện cùng  Liên hiệp Hợp tác xã Thương mại Thành phố Hồ Chí Minh (Sài Gòn CO.OP),Tin tức
151,Lộ diện chủ nhân các giải thưởng cuộc thi “Đổi mới sáng tạo Khởi nghiệp lần 2 năm 2022” tại IUH,Tin tức
152,Hội Nghị Khoa Học và công nghệ thực phẩm toàn quốc 2023 - Trường Đại học Công nghiệp Tp.HCM (IUH),Tin tức
153,Lễ Công bố Quyết định bổ nhiệm viên chức Quản lý,Tin tức
154,10 sự kiện và thành tựu tiêu biểu năm 2022 của IUH,Tin tức
155,Bế mạc khảo sát chính thức kiểm định chất lượng cơ sở giáo dục Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức
156,Khảo sát chính thức kiểm định chất lượng giáo dục chu kỳ 2 tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức
157,Sinh viên Khoa Công nghệ Điện xuất sắc giành được giải Á Quân và Quý Quân chung cuộc cuộc thi “Ứng dụng phần mềm SCADA GENESIS64 vào việc số hóa nhà máy”,Tin tức
158,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh tổ chức khảo sát sơ bộ kiểm định chất lượng cơ sở giáo dục chu kỳ 2,Tin tức
159,Mùa hái quả ngọt tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức
160,Hội nghị Quốc tế về Công nghệ tiên tiến trong NN&TP vì sự phát triển bền vững 2022 (FAATSD 2022),Tin tức
161,Hơn 800 nhà khoa học tham dự hội nghị quốc tế về công nghệ tiên tiến và phát triển bền vững,Tin tức
162,Khai mạc Hội nghị Khoa học Quốc tế lần thứ 2 năm 2022,Tin tức
163,Hội nghị tổng kết hoạt động Công đoàn Trường Đại học Công nghiệp Thành phố Hồ Chí Minh năm học 2021 - 2022,Tin tức
164,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh hoàn tất công tác chuẩn bị cho Hội nghị Khoa học Quốc tế lần 2,Tin tức
165,Chuỗi hoạt động chào mừng kỷ niệm 40 năm ngày Nhà giáo Việt Nam tại trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức
166,Thư chúc mừng nhân kỷ niệm 40 năm ngày Nhà giáo Việt Nam của Bộ trưởng Bộ Công Thương,Tin tức
167,IUH tham gia tổ chức Lập trình Sinh viên Quốc tế ICPC vòng Quốc gia 2022,Tin tức
168,“Diễn đàn thông tin về Giáo dục Đại học và Cơ hội nhận được học bổng tại Hungary” tại IUH,Tin tức
169,Những thay đổi trong tuyển sinh cao học 2022,Tin tức
170,Đại hội hội viên Hội cựu chiến binh trường Đại học Công nghiệp Thành phố Hồ Chí Minh lần thứ V nhiệm kỳ 2022 - 2027,Tin tức
171,"Lễ vinh danh, khen thưởng các đơn vị, tập thể và các cá nhân có thành tích cao trong công tác NCKHCN năm 2021",Tin tức
172,Hội nghị đối thoại giữa lãnh đạo Nhà trường với sinh viên năm 2022,Tin tức
173,IUH có thêm 04 chương trình đào tạo đạt chuẩn AUN-QA,Tin tức
174,Hội nghị Tổ chức hoạt động tuyên truyền kỷ niệm 87 năm ngày truyền thống dân quân tự vệ Việt Nam (28/03/1935 – 28/03/2022),Tin tức
175,D-Health đoạt giải nhất Cuộc thi INNOGREENLIFE 2021,Tin tức
176,"Lễ Tổng kết Cuộc thi “Đổi mới sáng tạo vì cuộc sống Xanh"" - INNOGREENLIFE2021",Tin tức
177,"IUH tổ chức Lễ khai giảng đào tạo trình độ Tiến sĩ khoá 5, Thạc sĩ khoá 11 và trao bằng tốt nghiệp năm 2021",Tin tức
178,Đảng bộ trường hoàn thành xuất sắc nhiệm vụ năm học 2020 - 2021,Tin tức
179,Cử nhân Ngành kế toán – Kiểm toán IUH lọt TOP 5% các trường đáp ứng các yêu cầu của Hiệp hội kế toán công chứng ÚC,Tin tức
180,IUH mở ngành Dược học,Tin tức
181,Thư chúc mừng Ngày Quốc tế Phụ nữ của Hiệu trưởng IUH,Tin tức
182,"Công nghệ Kỹ thuật Nhiệt - Ngành chưa bao giờ hết ""HOT""",Tin tức
183,IUH đạt Giải Ba cuộc thi Dự án kỹ thuật phục vụ cộng đồng (EPICS),Tin tức
184,Hội thảo khoa học lần 3: Sinh viên với xu hướng phát triển ngành kỹ thuật nhiệt trong thời đại 4.0,Tin tức
185,Hội thảo các nghiên cứu tiên tiến trong khoa học nhiệt và lưu chất,Tin tức
186,Sinh viên IUH chung tay chống dịch COVID–19,Tin tức
187,"Thư động viên của Bộ trưởng Bộ Công Thương gửi cán bộ, công chức, viên chức, người lao động các đơn vị thuộc bộ tại các tỉnh, thành có dịch",Tin tức
188,"Hội nghị Khoa học trẻ lần 3 năm 2021: ""Tri thức trẻ thời đại 4.0""",Tin tức
189,Top 5- Bước đột phá của IUH trên bảng xếp hạng Webometrics,Tin tức
190,IUH chung tay đẩy lùi dịch bệnh Covid-19,Tin tức
191,Hội thi “Kiến trúc trẻ 2021” – Sân chơi học thuật mới lạ mùa Covid,Tin tức
192,Hội thảo nghiên cứu khoa học sinh viên Khoa Quản trị kinh doanh - IUHBASS III,Tin tức
193,Hội thảo nghiên cứu khoa học sinh viên - Khoa Thương mại và Du lịch lần thứ 2 năm 2021,Tin tức
194,IUH tổ chức đánh giá nội bộ trực tuyến 04 chương trình đào tạo năm 2021,Tin tức
195,Khoa Tài chính - Ngân hàng tổ chức Hội nghị Khoa học sinh viên năm 2021,Tin tức
196,IUH chào đón ngày hội lớn,Tin tức
197,Hội thảo định hướng nghiên cứu luận văn thạc sĩ – Ngành Quản trị kinh doanh,Tin tức
198,Diễn đàn “Quyền Sở hữu trí tuệ với doanh nghiệp nhỏ và vừa” tại thành phố Hồ Chí Minh,Tin tức
199,Tập huấn phát triển chỉ số đo lường và đánh giá (KPIs),Tin tức
200,"Đại hội Đại biểu Đảng bộ Trường Đại học Công nghiệp Thành phố Hồ Chí Minh lần thứ XIII, nhiệm kỳ 2020 – 2025: Dân chủ - Sáng tạo – Đoàn kết – Hội nhập",Tin tức
201,Tập huấn viết báo cáo tự đánh giá cấp cơ sở giáo dục theo tiêu chuẩn AUN-QA,Tin tức
202,Hội nghị tập huấn Giải thưởng sinh viên nghiên cứu khoa học Euréka 2020,Tin tức
203,Lễ khánh thành Thư viện huyện Lý Sơn,Tin tức
204,Lễ công bố quyết định bổ nhiệm và bàn giao chức vụ Hiệu trưởng IUH,Tin tức
205,Hội nghị cán bộ - viên chức IUH năm 2020,Tin tức
206,"Lễ công bố quyết định bổ nhiệm chức danh giáo sư, phó giáo sư và trao Huân chương Lao động, Bằng khen của Thủ tướng Chính phủ năm 2019",Tin tức
207,Hội thảo quốc tế: Tự chủ tài chính trong trường Đại học: Kinh nghiệm quốc tế và ứng dụng vào Việt Nam,Tin tức
208,IUH đón nhận chứng nhận 04 chương trình đào tạo đạt chuẩn AUN-QA và Gặp mặt truyền thống nhân ngày Nhà giáo Việt Nam 20/11,Tin tức
209,Hội giảng năm học 2019 - 2020: Đẩy mạnh đổi mới phương pháp giảng dạy đại học,Tin tức
210,HaUI tham quan và học tập kinh nghiệm kiểm định chất lượng tại IUH,Tin tức
211,Chung kết cuộc thi tự động hoá với phương pháp học tập dựa trên dự án,Tin tức
212,IUH long trọng tổ chức Lễ Hội Khai giảng năm học 2019-2020,Tin tức
213,Tập huấn dạy học dựa trên chuẩn đầu ra (OBE),Tin tức
214,IUH chào mừng 35 năm ngày Nhà giáo Việt Nam 20/11,Tin tức
215,"Hội giảng năm 2017 - ""Đổi mới nội dung và phương pháp giảng dạy""",Tin tức
216,Sinh viên IUH giành được huy chương duy nhất của đoàn Việt Nam tại kỳ thi tay nghề thế giới 2017,Tin tức
217,Trường Đại học Công nghiệp TP. Hồ Chí Minh khai giảng năm học 2017-2018,Tin tức
218,Ngày hội tuyển dụng việc làm năm 2017,Tin tức
219,"Giảng viên IUH đoạt quán quân cuộc thi thiết kế thời trang COTTON USA với chủ đề ""Cảm tác vẻ đẹp tự nhiên""",Tin tức
220,Hội đồng Hiệu trưởng khối ngành Kỹ thuật - Công nghệ họp phiên thứ nhất,Tin tức
221,Ban Giám hiệu nhà trường làm việc với Ban Tư vấn và kết nối doanh nghiệp,Tin tức
222,"Hội thảo Đổi mới phương pháp đào tạo, cập nhật giáo trình kế toán phù hợp với yêu cầu cải cách tại các trường đại học, cao đẳng",Tin tức
223,"Lễ tốt nghiệp chương trình đào tạo trình độ thạc sỹ liên kết với Trường Đại học Soongsil, Hàn Quốc (khóa 04 và 05)",Tin tức
224,Thành lập trung tâm đào tạo nguồn nhân lực ngành công nghiệp phân phối và bán lẻ,Tin tức
225,"Đại hội đại biểu Công đoàn cơ sở Trường Đại học Công nghiệp TP. Hồ Chí Minh lần thứ XV, nhiệm kỳ 2017 - 2022",Tin tức
226,Ngân hàng Thế giới tài trợ 45 triệu USD cho Trường Đại học Công nghiệp Thành phố Hồ Chí Minh để tăng cường cơ sở vật chất và trang thiết bị dạy học,Tin tức
227,Đại hội Đại biểu Đoàn Thanh niên Công sản Hồ Chí Minh Trường Đại học Công nghiệp TP. Hồ Chí Minh lần IX nhiệm kỳ 2017 - 2019,Tin tức
228,Dự án JICA - IUH 100% sinh viên tốt nghiệp có việc làm,Tin tức
229,"Tổ chức Sejong, Hàn Quốc đến thăm và làm việc",Tin tức
230,Hội thảo góp ý đề án đào tạo tiến sĩ ngành Quản lý tài nguyên và Môi trường,Tin tức
231,Lễ khai giảng lớp thạc sĩ chuyên ngành khoa học và quản lý môi trường,Tin tức
232,"Lễ tuyên dương “Nhà giáo trẻ tiêu biểu” và “Sinh viên nghiên cứu khoa học Euréka”, “Sinh viên 5 tốt” năm học 2014-2015",Tin tức
233,Kỷ niệm ngày Nhà giáo VN 20-11 và vinh danh 5 phó giáo sư năm 2015,Tin tức
234,"Lễ trao bằng tốt nghiệp cho gần 11.000 tân cử nhân, kỹ sư",Tin tức
235,Trường Đại học Công nghiệp TPHCM tổng khai giảng năm học mới chào đón 11.000 tân sinh viên,Tin tức
236,Lễ công bố Quyết định thành lập Phân hiệu Quảng Ngãi của Trường ĐH Công nghiệp TP Hồ Chí Minh,Tin tức
237,Cơ sở Thanh Hóa khai giảng năm học mới 2015-2016,Tin tức
238,"Hội thảo ""Sinh viên khởi nghiệp cùng tên miền và website""",Tin tức
