STT,Text,Labels
30,"– Các hoạt động giảng dạy được thực hiện tại Trường hoặc tại cơ sở phối hợp đào tạo theo quy định liên kết đào tạo tại Điều 16 của Quy chế này, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài Trường hoặc cơ sở phối hợp đào tạo.",Quy_Che_Quy_Dinh
31,– Thời gian tổ chức hoạt động giảng dạy linh hoạt trong ngày và trong tuần.,Quy_Che_Quy_Dinh
32,"3. Chương trình đào tạo trình độ đại học: là một chương trình bao gồm hệ thống các hoạt động giáo dục, đào tạo được thiết kế và tổ chức thực hiện nhằm đạt được các mục tiêu đào tạo, hướng tới cấp một văn bằng giáo dục đại học cho sinh viên.",Quy_Che_Quy_Dinh
33,a) Nhà trường có các chương trình đào tạo sau:,Quy_Che_Quy_Dinh
34,"– Chương trình đào tạo Chuẩn trình độ đại học (còn được gọi là Chương trình Chuẩn hoặc Chương trình đại trà): được Nhà trường xây dựng trên cơ sở đáp ứng đầy đủ các quy định hiện hành và mục tiêu đào tạo của IUH, được thực hiện giảng dạy, học tập chủ yếu bằng tiếng Việt. Chương trình Chuẩn là cơ sở tham chiếu để xây dựng CTĐT tăng cường tiếng Anh, CTĐT tiếng Anh toàn phần và CTĐT Kỹ sư/Cử nhân tài năng.",Quy_Che_Quy_Dinh
35,"– CTĐT tăng cường tiếng Anh (còn gọi là CTĐT chất lượng cao hoặc CTĐT tiên tiến): được thực hiện giảng dạy, học tập bằng tiếng Việt kết hợp với một số học phần được giảng dạy, học tập, kiểm tra, đánh giá và thi kết thúc học phần bằng tiếng Anh. Số lượng tín chỉ tối thiểu giảng dạy, học tập bằng tiếng Anh là 20 tín chỉ.",Quy_Che_Quy_Dinh
36,"– CTĐT tiếng Anh toàn phần: được thực hiện giảng dạy, học tập, kiểm tra, đánh giá và thi kết thúc học phần bằng tiếng Anh, ngoại trừ các học phần Lý luận chính trị, Giáo dục thể chất, Giáo dục Quốc phòng và An ninh.",Quy_Che_Quy_Dinh
37,"– CTĐT Kỹ sư/Cử nhân Tài năng: là chương trình đào tạo cử nhân, kỹ sư được thiết kế đặc thù cho sinh viên có thành tích học tập, rèn luyện, khả năng ngoại ngữ tốt và có tiềm năng nghiên cứu khoa học trong lĩnh vực đào tạo nhằm phát triển toàn diện kiến thức chuyên môn, kỹ năng nghề nghiệp và năng lực hội nhập quốc tế cho sinh viên sau khi tốt nghiệp.",Quy_Che_Quy_Dinh
38,"Các yêu cầu về việc tuyển chọn sinh viên, tổ chức giảng dạy và học tập của CTĐT Kỹ sư/Cử nhân Tài năng được thực hiện theo Quy định Tổ chức đào tạo Chương trình Kỹ sư và Cử nhân Tài năng hiện hành của Trường Đại học Công nghiệp Thành phố Hồ Chí Minh.",Quy_Che_Quy_Dinh
39,"b) Chương trình đào tạo được xây dựng theo đơn vị tín chỉ, cấu trúc từ các môn học hoặc học phần (sau đây gọi chung là học phần), trong đó phải có đủ các học phần bắt buộc và đáp ứng chuẩn CTĐT theo quy định hiện hành của Bộ Giáo dục và Đào tạo. Trong trường hợp đào tạo song ngành hoặc kiểu ngành chính – ngành phụ, CTĐT phải thể hiện rõ khối lượng học tập chung và riêng theo từng ngành.",Quy_Che_Quy_Dinh
40,"c) Các học phần trong CTĐT được sắp xếp theo trình tự nhất định theo từng học kỳ của khóa đào tạo. Đây là trình tự học mà Nhà trường khuyến khích sinh viên thực hiện theo để đảm bảo việc tiếp thu kiến thức hiệu quả. Đề cương chi tiết của từng học phần thể hiện rõ số lượng tín chỉ, điều kiện tiên quyết (nếu có), nội dung cần triển khai giảng dạy, học tập, cách thức đánh giá học phần, giáo trình, tài liệu tham khảo và các yêu cầu khác (nếu có) để thực hiện học phần.",Quy_Che_Quy_Dinh
41,4. Thời gian đào tạo:,Quy_Che_Quy_Dinh
42,"a) Thời gian kế hoạch của một khóa đào tạo (hay còn gọi là thời gian đào tạo chính thức hoặc thời gian chính khóa): là thời gian cần thiết để sinh viên hoàn thành một chương trình học tập cụ thể. Thời gian kế hoạch được quy định cho mỗi chương trình đào tạo tương ứng của các hình thức đào tạo, cụ thể như sau:",Quy_Che_Quy_Dinh
43,"– Đào tạo trình độ đại học chính quy văn bằng 1: thực hiện 3,5 – 5 năm;",Quy_Che_Quy_Dinh
44,– Đào tạo trình độ đại học vừa làm vừa học văn bằng 1: thực hiện 4 – 5 năm;,Quy_Che_Quy_Dinh
45,"– Đào tạo từ xa trình độ đại học: thực hiện 4,5 năm;",Quy_Che_Quy_Dinh
46,"– Đào tạo trình độ đại học liên thông từ trung cấp: thực hiện 2,5 – 3,5 năm;",Quy_Che_Quy_Dinh
47,"– Đào tạo trình độ đại học liên thông từ cao đẳng: thực hiện 1,5 – 2 năm;",Quy_Che_Quy_Dinh
48,"– Đào tạo trình độ đại học liên thông đại học – đại học: thực hiện 2,5 – 3 năm.",Quy_Che_Quy_Dinh
49,b) Thời gian tối đa và tối thiểu của một khóa đào tạo: là thời gian dài nhất và ngắn nhất mà mỗi sinh viên được phép tham gia học tập tại IUH để hoàn thành khóa học của mình. Mỗi sinh viên tùy theo điều kiện của bản thân có thể đăng ký học kéo dài hoặc rút ngắn so với thời gian kế hoạch nhưng không được vượt quá thời gian đào tạo tối đa cũng như không được tốt nghiệp trước khoảng thời gian tối thiểu tính từ khi sinh viên nhập học. Nhà trường xác định thời gian tối đa và tối thiểu của mỗi hình thức đào tạo dựa trên thời gian chính khóa tương ứng.,Quy_Che_Quy_Dinh
50,"Trong những trường hợp đặc biệt, thời gian tối đa để sinh viên hoàn thành khóa học do Hiệu trưởng xét duyệt nhưng không vượt quá hai lần thời gian học tập chính khóa đối với mỗi hình thức đào tạo.",Quy_Che_Quy_Dinh
51,"Hình thức đào tạo bậc đại học đối với văn bằng 1 chính quy có thời gian đào tạo chính khóa là 3,5 năm thì thời gian học tại trường tối đa là 5,5 năm và tối thiểu là 3 năm.",Quy_Che_Quy_Dinh
52,Hình thức đào tạo bậc đại học đối với văn bằng 1 chính quy có thời gian đào tạo chính khóa là 4 năm thì thời gian học tại trường tối đa là 6 năm và tối thiểu là 3 năm.,Quy_Che_Quy_Dinh
53,"Hình thức đào tạo bậc đại học đối với văn bằng 1 chính quy có thời gian đào tạo chính khóa là 4,5 năm thì thời gian học tại trường tối đa là 7,5 năm và tối thiểu là 3,5 năm.",Quy_Che_Quy_Dinh
54,Hình thức đào tạo bậc đại học đối với văn bằng 1 chính quy có thời gian đào tạo chính khóa là 5 năm thì thời gian học tại trường tối đa là 8 năm và tối thiểu là 4 năm.,Quy_Che_Quy_Dinh
55,Hình thức đào tạo bậc đại học đối với văn bằng 1 vừa làm vừa học có thời gian đào tạo chính khóa là 4 năm thì thời gian học tại trường tối đa là 8 năm và tối thiểu là 3 năm.,Quy_Che_Quy_Dinh
56,"Hình thức đào tạo bậc đại học đối với văn bằng 1 vừa làm vừa học có thời gian đào tạo chính khóa là 4,5 năm thì thời gian học tại trường tối đa là 9 năm và tối thiểu là 3,5 năm.",Quy_Che_Quy_Dinh
57,Hình thức đào tạo bậc đại học đối với đào tạo từ xa có thời gian đào tạo chính khóa là 5 năm thì thời gian học tại trường tối đa là 10 năm và tối thiểu là 4 năm.,Quy_Che_Quy_Dinh
58,"Hình thức đào tạo bậc đại học đối với đào tạo từ xa có thời gian đào tạo chính khóa là 4,5 năm thì thời gian học tại trường tối đa là 8 năm và tối thiểu là 3,5 năm.",Quy_Che_Quy_Dinh
59,"Hình thức đào tạo bậc đại học đối với Liên thông từ trung cấp có thời gian đào tạo chính khóa là 2,5 năm thì thời gian học tại trường tối đa là 5 năm và tối thiểu là 2 năm.",Quy_Che_Quy_Dinh
60,"Hình thức đào tạo bậc đại học đối với Liên thông từ trung cấp có thời gian đào tạo chính khóa là 3 năm thì thời gian học tại trường tối đa là 6 năm và tối thiểu là 2,5 năm.",Quy_Che_Quy_Dinh
61,"Hình thức đào tạo bậc đại học đối với Liên thông từ cao đẳng có thời gian đào tạo chính khóa là 3,5 năm thì thời gian học tại trường tối đa là 7 năm và tối thiểu là 3 năm.",Quy_Che_Quy_Dinh
62,"Hình thức đào tạo bậc đại học đối với Liên thông từ cao đẳng có thời gian đào tạo chính khóa là 1,5 năm thì thời gian học tại trường tối đa là 3 năm và tối thiểu là 1 năm.",Quy_Che_Quy_Dinh
63,"Hình thức đào tạo bậc đại học đối với Liên thông từ đại học có thời gian đào tạo chính khóa là 2 năm thì thời gian học tại trường tối đa là 4 năm và tối thiểu là 1,5 năm.",Quy_Che_Quy_Dinh
64,"Hình thức đào tạo bậc đại học đối với Liên thông từ đại học có thời gian đào tạo chính khóa là 2,5 năm thì thời gian học tại trường tối đa là 5 năm và tối thiểu là 1,5 năm.",Quy_Che_Quy_Dinh
65,Hình thức đào tạo bậc đại học đối với Liên thông từ đại học có thời gian đào tạo chính khóa là 3 năm thì thời gian học tại trường tối đa là 6 năm và tối thiểu là 2 năm.,Quy_Che_Quy_Dinh
66,a) Khóa học là thời gian thiết kế để sinh viên hoàn thành một chương trình đào tạo cụ thể.,Quy_Che_Quy_Dinh
67,b) Năm học là khoảng thời gian học tập được tính từ ngày bắt đầu của năm học cho đến lúc kết thúc đợt nghỉ hè/học kỳ hè. Năm học ở Trường Đại học Công nghiệp Thành phố Hồ Chí Minh bao gồm hai học kỳ chính (gọi là Học kỳ 1 và Học kỳ 2) và một học kỳ phụ (gọi là Học kỳ hè hoặc Học kỳ 3).,Quy_Che_Quy_Dinh
68,"c) Học kỳ là thời gian học tập ấn định cho các giai đoạn của một năm học, được phân chia theo kế hoạch đào tạo năm học hoặc theo nội dung của CTĐT. Thời gian tổng cộng cho hoạt động giảng dạy và đánh giá kết quả học tập của học kỳ chính được bố trí từ 19 đến 21 tuần và của học kỳ phụ từ 7 đến 8 tuần. Sinh viên được đăng ký tham gia học kỳ phụ trên cơ sở tự nguyện và việc tổ chức học kỳ phụ của IUH căn cứ vào tình hình cụ thể của từng năm học.",Quy_Che_Quy_Dinh
69,"Tín chỉ là đơn vị dùng để đo lường khối lượng kiến thức, kỹ năng và kết quả học tập mà người học đã tích lũy được trong một khoảng thời gian nhất định.",Quy_Che_Quy_Dinh
70,"a) Một tín chỉ được tính tương đương 50 giờ học tập của sinh viên, bao gồm cả thời gian dự giờ giảng, giờ học có hướng dẫn, tự học, nghiên cứu, trải nghiệm và dự kiểm tra, đánh giá;",Quy_Che_Quy_Dinh
71,"b) Một tín chỉ được quy định bằng 15 tiết học lý thuyết; 30 tiết thực hành, thí nghiệm tại các phòng thực hành – thí nghiệm, phòng chuyên đề; 45 tiết làm chuyên đề, đồ án, khóa luận tốt nghiệp hoặc 60 giờ thực tập tại doanh nghiệp. Một tiết học lý thuyết, thực hành có thời lượng 50 phút. Trong các trường hợp khác, Hiệu trưởng sẽ quy định thời lượng học tập của một tín chỉ.",Quy_Che_Quy_Dinh
72,"a) Học phần: là khối lượng kiến thức tương đối trọn vẹn, thuận tiện cho người học tích lũy trong quá trình học tập. Học phần được bố trí giảng dạy và phân bố đều trong một học kỳ. Nội dung của một học phần có thể là một lượng kiến thức độc lập, tương đối trọn vẹn hoặc được kết cấu dưới dạng tổ hợp từ nhiều học phần nhỏ hơn. Mỗi học phần được ký hiệu bằng một mã riêng.",Quy_Che_Quy_Dinh
73,b) Có hai loại học phần bao gồm: học phần bắt buộc và học phần tự chọn.,Quy_Che_Quy_Dinh
74,– Học phần bắt buộc: là học phần chứa đựng những nội dung kiến thức chính yếu của mỗi chương trình và bắt buộc sinh viên phải tích lũy để đảm bảo mặt bằng trình độ đào tạo chung ở một cấp hoặc một chương trình đào tạo;,Quy_Che_Quy_Dinh
75,"– Học phần tự chọn: là học phần chứa đựng những nội dung kiến thức cần thiết, nhưng sinh viên được tự chọn theo hướng dẫn của Nhà trường nhằm đa dạng hóa hướng chuyên môn hoặc được tùy ý lựa chọn để tích lũy đủ các kiến thức, kỹ năng phụ trợ theo quy định cho mỗi CTĐT. Học phần tự chọn trong mỗi học kỳ có thể được phân bổ trong một nhóm các môn học hoặc được chia thành nhiều nhóm. Nếu học phần tự chọn chỉ có một nhóm thì sinh viên cần đăng ký học phần theo quy định của nhóm tự chọn. Trong trường hợp học phần tự chọn được chia thành nhiều nhóm thì sinh viên cần đăng ký số tín chỉ trong mỗi nhóm tối thiểu bằng số tín chỉ yêu cầu của nhóm đó.",Quy_Che_Quy_Dinh
76,c) Các cách thức tổ chức học phần như sau:,Quy_Che_Quy_Dinh
77,+ Học phần tiên quyết: học phần A là học phần tiên quyết của học phần B khi điều kiện bắt buộc để đăng ký học học phần B là sinh viên đã đăng ký và học hoàn tất (với kết quả đạt) học phần A;,Quy_Che_Quy_Dinh
78,+ Học phần học trước: học phần A là học phần học trước của học phần B khi điều kiện bắt buộc để đăng ký học học phần B là sinh viên đã đăng ký và học học phần A ở học kỳ trước đó (học hết nội dung chương trình và tham gia kỳ đánh giá cuối cùng nhưng có thể kết quả chưa đạt);,Quy_Che_Quy_Dinh
79,+ Học phần song hành: học phần B là học phần song hành đối với học phần A khi điều kiện bắt buộc để đăng ký học học phần B là sinh viên đã đăng ký học học phần A. Sinh viên được phép học học phần B đồng thời hoặc sau học phần A;,Quy_Che_Quy_Dinh
80,"+ Học phần thay thế: học phần thay thế được sử dụng thay thế cho một học phần có trong chương trình đào tạo khóa trước nhưng khóa sau không còn tổ chức giảng dạy, hoặc là một học phần tự chọn thay cho một học phần tự chọn khác mà sinh viên học nhưng không đạt (điểm F); hoặc áp dụng cho những trường hợp: cùng một học phần nhưng số tín chỉ của học phần khóa sau khác với khóa trước;",Quy_Che_Quy_Dinh
81,"+ Học phần tương đương: học phần tương đương là một hay một nhóm học phần thuộc chương trình đào tạo của một khóa, ngành khác đang tổ chức đào tạo tại Trường hoặc trường khác, được phép tích lũy để thay cho một hay một nhóm học phần trong chương trình đào tạo của ngành đào tạo. Học phần tương đương phải có nội dung giống ít nhất 75% và có số tín chỉ tương đương với học phần xem xét. Các học phần tương đương hay nhóm học phần tương đương hoặc thay thế do đơn vị đào tạo quản lý chuyên môn đề xuất;",Quy_Che_Quy_Dinh
82,"+ Học phần điều kiện: học phần mà sinh viên phải hoàn thành nhưng kết quả học không dùng để tính điểm trung bình chung tích lũy (ĐTBCTL), bao gồm các học phần sau: Giáo dục Quốc phòng và An ninh, Giáo dục Thể chất và các học phần khác được quy định trong chương trình đào tạo;",Quy_Che_Quy_Dinh
83,"+ Học phần tích lũy: học phần đã được đánh giá theo thang điểm chữ A+, A, B+, B, C+, C, D+, D. Tổng số tín chỉ của các học phần này tính từ lúc bắt đầu khoá học đến thời điểm xét, được gọi là Khối lượng kiến thức tích lũy.",Quy_Che_Quy_Dinh
84,8. Lớp sinh viên và lớp học phần:,Quy_Che_Quy_Dinh
85,"a) Lớp sinh viên: là lớp danh nghĩa được tổ chức cho sinh viên cùng khóa, cùng ngành để duy trì các sinh hoạt chính trị, xã hội và các sinh hoạt khác ngoài giờ học như: xét khen thưởng, kỷ luật, bình xét điểm rèn luyện… của tập thể sinh viên. Mỗi lớp sinh viên có một tên riêng gắn với ĐVĐT, khóa đào tạo và do ĐVĐT quản lý trong suốt quá trình học tập.",Quy_Che_Quy_Dinh
86,"b) Lớp học phần: là lớp học được tổ chức theo từng học phần dựa trên kết quả đăng ký khối lượng học tập của sinh viên ở từng học kỳ, trong cùng thời điểm. Mỗi lớp học phần được gắn một mã số riêng được quy định trong CTĐT.",Quy_Che_Quy_Dinh
87,9. Điểm trung bình chung tích lũy và điểm trung bình học lực:,Quy_Che_Quy_Dinh
88,"a) Điểm trung bình chung tích lũy (ĐTBCTL) là trung bình cộng có trọng số của điểm số các học phần đã học và đạt tính đến thời điểm được xét (tích lũy theo thời gian, theo học kỳ, theo năm học), trong đó trọng số là số tín chỉ của từng học phần. ĐTBCTL là căn cứ để xét học bổng và xét tốt nghiệp.",Quy_Che_Quy_Dinh
89,"b) Điểm trung bình học lực (ĐTBHL) là kết quả học tập của sinh viên trong một khoảng thời gian nhất định (học kỳ, năm học hoặc toàn khóa học). Điểm TBHL được tính bằng cách lấy trung bình cộng có trọng số các điểm số của những học phần sinh viên đã học (bao gồm các môn học đạt, không đạt, bỏ học và được miễn thi). ĐTBHL là căn cứ để xếp loại học lực và thực hiện các nghiệp vụ học vụ.",Quy_Che_Quy_Dinh
90,KẾ HOẠCH VÀ TỔ CHỨC ĐÀO TẠO,Quy_Che_Quy_Dinh
91,Tổ chức đăng ký học phần,Quy_Che_Quy_Dinh
92,1. Khối lượng học tập,Quy_Che_Quy_Dinh
93,"a) Sinh viên phải đăng ký các học phần dự định sẽ học trong học kỳ dựa trên danh sách học phần được mở và điều kiện đăng ký của mỗi học phần, gồm: những học phần mới, một số học phần chưa đạt (để học lại, nếu có) và một số học phần đã đạt (để cải thiện điểm, nếu có).",Quy_Che_Quy_Dinh
94,b) Khối lượng học tập mà mỗi sinh viên phải đăng ký trong mỗi học kỳ chính (trừ học kỳ cuối) tối thiểu là 12 tín chỉ và tối đa là 30 tín chỉ.,Quy_Che_Quy_Dinh
95,"c) Riêng số tín chỉ tối thiểu để được xét học bổng Khuyến khích học tập được quy định trong Quy định về việc xét, cấp học bổng cho sinh viên đại học chính quy, học viên đang học tập, nghiên cứu tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh.",Quy_Che_Quy_Dinh
96,2. Đăng ký học phần,Quy_Che_Quy_Dinh
97,"a) Để thuận tiện cho sinh viên, các ĐVĐT tiến hành đăng ký áp cứng cho sinh viên đối với các lớp học phần bắt buộc theo Niên giám, không bao gồm học phần Thực tập doanh nghiệp và Khóa luận tốt nghiệp. Sinh viên phải theo dõi thông báo về việc đăng ký học phần của Trường để nắm thông tin về các học phần sẽ mở trong học kỳ, xem thời khóa biểu của các lớp học phần đã được áp cứng và tiến hành đăng ký các học phần tự chọn qua cổng thông tin sinh viên. Kết quả đăng ký học phần của mỗi sinh viên được thông báo trong tài khoản sinh viên trên website Trường gồm: tên học phần, mã học phần, mã lớp học phần, số tín chỉ của mỗi học phần, lịch học của các học phần.",Quy_Che_Quy_Dinh
98,"b) Tùy theo khả năng và điều kiện học tập của bản thân, sinh viên phải quyết định số lượng các học phần dự định sẽ học trong học kỳ đó. Sinh viên có thể hủy học phần bắt buộc (đã áp cứng) và đăng ký bổ sung các học phần khác (nếu có nhu cầu) trong thời gian quy định. Việc đăng ký các học phần ở mỗi học kỳ phải bảo đảm các điều kiện ràng buộc về tính tiên quyết, học phần học trước và học phần song hành (nếu có) được quy định trong từng CTĐT cụ thể.",Quy_Che_Quy_Dinh
99,"c) Sinh viên xem kết quả đăng ký học tập trên cổng thông tin sinh viên. Nếu có vướng mắc, sinh viên liên hệ giáo vụ của ĐVĐT để được giải quyết. Trường hợp không thuộc thẩm quyền giải quyết, ĐVĐT tổng hợp thông tin và gửi Phiếu đề nghị giải quyết công việc để Phòng Đào tạo hỗ trợ.",Quy_Che_Quy_Dinh
100,3. Đăng ký các học phần mở rộng,Quy_Che_Quy_Dinh
101,"a) Sinh viên có nguyện vọng học các học phần mở rộng (học phần không có trong CTĐT của ngành đang học) cần làm đơn đăng ký tại ĐVĐT. Nếu kết quả học đạt yêu cầu thì được cấp chứng nhận hoàn thành học phần đó và được bảo lưu kết quả trong 5 năm, tính từ ngày cấp chứng nhận.",Quy_Che_Quy_Dinh
102,b) Học phí của học phần mở rộng không được miễn giảm.,Quy_Che_Quy_Dinh
103,c) Học phần mở rộng không tính vào điểm trung bình chung tích lũy.,Quy_Che_Quy_Dinh
104,4. Rút bớt các học phần sau khi đăng ký,Quy_Che_Quy_Dinh
105,a) Sinh viên chỉ được rút bớt học phần đã đăng ký trước thời điểm khóa lớp học phần để tổ chức giảng dạy theo kế hoạch.,Quy_Che_Quy_Dinh
106,"b) Sau khi các học phần đã được chấp nhận mở lớp để triển khai giảng dạy, sinh viên phải đóng học phí cho những học phần đã đăng ký. Nếu không đóng học phí đúng thời hạn quy định, phần mềm quản lý đào tạo sẽ tự động hủy đăng ký tất cả các học phần mà sinh viên chưa đóng phí.",Quy_Che_Quy_Dinh
107,c) Những học phần sinh viên đã đăng ký và đóng học phí mà không học thì được xem như tự ý bỏ học và phải nhận điểm F học phần đó.,Quy_Che_Quy_Dinh
108,"d) Khi học phần đã được triển khai giảng dạy, Nhà trường không chấp thuận cho sinh viên rút bớt các học phần và không giải quyết hoàn phí, rút phí.",Quy_Che_Quy_Dinh
109,"5. Đăng ký học phần tự chọn, học lại và học cải thiện điểm",Quy_Che_Quy_Dinh
110,a) Sinh viên có học phần bắt buộc bị điểm F phải đăng ký học lại học phần đó trong các học kỳ tiếp theo cho đến khi đạt. Sinh viên phải thường xuyên theo dõi kế hoạch mở lớp học phần của Nhà trường để chủ động đăng ký.,Quy_Che_Quy_Dinh
111,"b) Sinh viên có học phần tự chọn bị điểm F phải đăng ký học lại học phần đó hoặc được đổi sang học phần tự chọn khác trong cùng một nhóm tự chọn, ở cùng học kỳ trong kế hoạch đào tạo.",Quy_Che_Quy_Dinh
112,c) Sinh viên có quyền đăng ký các học phần tự chọn nhiều hơn số học phần tự chọn quy định trong cùng học kỳ và sẽ lấy các học phần tự chọn có điểm cao nhất để tính vào điểm tích lũy.,Quy_Che_Quy_Dinh
113,"d) Ngoài các trường hợp quy định tại khoản 1, 2 và 3 Điều này, sinh viên có học phần đạt điểm A, B+, B, C+, C, D+, D được phép đăng ký học cải thiện điểm.",Quy_Che_Quy_Dinh
114,"e) Sau khi đã đăng ký và đóng học phí, sinh viên không được rút/hủy các học phần tự chọn và học phần cải thiện điểm.",Quy_Che_Quy_Dinh
115,QUY ĐỊNH HỌC VỤ ĐỐI VỚI SINH VIÊN,Quy_Che_Quy_Dinh
116,Điều 9: Nghỉ học và vắng thi có phép,Quy_Che_Quy_Dinh
117,1. Nghỉ học có phép: sinh viên xin nghỉ trong quá trình học thì phải nộp đơn xin phép có xác nhận của lãnh đạo ĐVĐT trong vòng 1 tuần kể từ ngày nghỉ học. Nếu sinh viên nghỉ học có phép vượt quá 20% tổng số tiết của học phần thì việc sinh viên được thi cuối kỳ hay không sẽ do giảng viên phụ trách học phần quyết định.,Quy_Che_Quy_Dinh
118,2. Vắng thi cuối kỳ có phép: sinh viên vắng thi có lý do chính đáng được làm đơn xin vắng thi và xin thi cuối kỳ bổ sung.,Quy_Che_Quy_Dinh
119,a) Sinh viên xin vắng thi có phép nộp đơn và minh chứng phù hợp về ĐVĐT chủ quản học phần trong vòng 1 tuần kể từ ngày thi cuối kỳ.,Quy_Che_Quy_Dinh
