STT,Content,Label
92,Hội nghị Giảng viên năm 2022,Thong_Tin_Khoa
93,Sinh hoạt công dân - Định hướng Tân Sinh viên Khóa 18,Thong_Tin_Khoa
94,Seminar Thị Giác máy tính (Tuần 8),Thong_Tin_Khoa
95,Seminar Thị giác Máy tính (Tuần 7),Thong_Tin_Khoa
96,Seminar Thị giác Máy Tính (Tuần 6),Thong_Tin_Khoa
97,Seminar Thị Giác Máy Tính (Tuần 5),Thong_Tin_Khoa
98,Seminar Thị giác Máy tính,Thong_Tin_Khoa
99,Chia sẻ kinh nghiệm học tốt các môn lập trình,Thong_Tin_Khoa
100,Hội thảo: Chia sẻ kinh nghiệm thực tập doanh nghiệp,Thong_Tin_Khoa
101,Hội thảo: Chia sẻ kinh nghiệm học tập,Thong_Tin_Khoa
102,Seminar Thị Giác Máy Tính,Thong_Tin_Khoa
103,[KTPM] Pretest - Thực tập doanh nghiệp - Khóa luận tốt nghiệp,Thong_Tin_Khoa
104,Đánh giá Khóa luận tốt nghiệp - HK 2 năm học 2021-2022,Thong_Tin_Khoa
105,Lễ bế giảng và trao bằng tốt nghiệp đợt 1 năm 2022,Thong_Tin_Khoa
106,Lễ bảo vệ khóa luận tốt nghiệp ngành Hệ thống thông tin,Thong_Tin_Khoa
107,Seminar Thị giác Máy tính,Thong_Tin_Khoa
108,Đánh giá Khóa luận tốt nghiệp ngành Khoa học máy tính (HK2/2021-2022),Thong_Tin_Khoa
109,Đánh giá Khóa luận tốt nghiệp ngành Kỹ thuật phần mềm (HK2/2021-2022),Thong_Tin_Khoa
110,Hội thảo: Định hướng nghề nghiệp CNTT,Thong_Tin_Khoa
111,Hội thảo định hướng tách ngành Đại học khóa 17,Thong_Tin_Khoa
112,Workshop sinh viên: Data/Web/App/DevOps,Thong_Tin_Khoa
113,Hội thảo: Định hướng nghề nghiệp CNTT,Thong_Tin_Khoa
114,"Khai phá dữ liệu lần I, 2021",Thong_Tin_Khoa
115,IUH hợp tác với doanh nghiệp FDI Nhật Bản đào tạo và cung ứng nguồn nhân lực,Thong_Tin_Khoa
116,SS4U & TVHpro EDU KÝ HỢP TÁC ĐÀO TẠO ERP VỚI KHOA CNTT IUH,Thong_Tin_Khoa
117,KHOÁ HỌC LẬP TRÌNH WEB VỚI CÁC LẬP TRÌNH VIÊN HÀN QUỐC ĐẾN TỪ CÔNG TY  LIKELION,Thong_Tin_Khoa
118,LỄ KÝ KẾT HỢP TÁC GIỮA KHOA CNTT VÀ CÔNG TY LIKE LION,Thong_Tin_Khoa
119,Hội thảo với doanh nghiệp trong đào tạo và tuyển dụng nhân sự CNTT,Thong_Tin_Khoa
120,SS4U & TVHpro EDU HỢP TÁC ĐÀO TẠO ERP VỚI KHOA CNTT ĐH CÔNG NGHIỆP TP HCM,Thong_Tin_Khoa
121,Văn nghệ chào đón tân sinh viên Khoa CNTT năm 2020,Thong_Tin_Khoa
122,"Hội thảo ""KẾT NỐI DOANH NGHIỆP VỚI SINH VIÊN NGHỀ IT"" tháng 10.2020",Thong_Tin_Khoa
123,HỘI NGHỊ DOANH NGHIỆP NGÀNH CÔNG NGHỆ THÔNG TIN (tháng 10/2020),Thong_Tin_Khoa
124,Thông báo v/v tổ chức Lễ bế giảng và phát Bằng Tốt nghiệp năm 2020,Thong_Tin_Khoa
125,"Thông báo ""Học Bổng Nữ Sinh Kỹ Thuật 2020""",Thong_Tin_Khoa
126,Thông báo Seminar: “Debunking Misinformation on the Web”,Thong_Tin_Khoa
127,"Thông báo Webinar, thứ 7 ngày 8/8/2020",Thong_Tin_Khoa
128,"Thông báo Webinar, 12/6/2020",Thong_Tin_Khoa
129,"Thông báo Seminar, 14h thứ 7 ngày 6/6/2020",Thong_Tin_Khoa
130,"Thông báo Webinar, Thứ 7 ngày 6/6/2020",Thong_Tin_Khoa
131,Giới thiệu ngành Khoa Học Dữ Liệu,Thong_Tin_Khoa
132,Tuyển sinh Đại học 2020 ngành Khoa Học Dữ Liệu,Thong_Tin_Khoa
133,Đăng ký tham gia Workshop: Công nghệ Blockchain,Thong_Tin_Khoa
134,Thông báo Hội thảo định hướng tách ngành cho SV Đại học đại trà Khóa 15 (DHTH15),Thong_Tin_Khoa
135,Thông báo Seminar: 9/5/2020,Thong_Tin_Khoa
136,Thông báo Seminar:18/4/2020,Thong_Tin_Khoa
137,"Thông báo Seminar:11 April, 2020",Thong_Tin_Khoa
138,Thông báo seminar 4/4/2020,Thong_Tin_Khoa
139,Thông báo Tech Talk 23/12/2019,Thong_Tin_Khoa
140,Thông báo seminar 16/12/2019,Thong_Tin_Khoa
