STT,Content,Label
41,Lễ công bố quyết định bổ nhiệm Trưởng Khoa Luật – Trường Đại học Công nghiệp Tp. Hồ Chí Minh,Thong_Tin_Khoa
42,Kế hoạch tổ chức phiên tòa giả định chào mừng “ngày pháp luật” 09 tháng 11,Thong_Tin_Khoa
43,Buổi lễ chào đón tân sinh viên Khoa Luật – Khóa 18 năm 2022,Thong_Tin_Khoa
44,Thông báo về Văn phòng Khoa Luật mới tại Tòa nhà V,Thong_Tin_Khoa
45,Lễ bế giảng và phát bằng Tốt nghiệp năm 2021 và tháng 03/2022 – Khoa Luật,Thong_Tin_Khoa
46,"Tuyên truyền phòng chống bệnh truyền nhiễm – Triễn lãm Infographic Luật Phòng, chống Dịch bệnh",Thong_Tin_Khoa
47,Cuộc thi “Hành Trang An Toàn Giao Thông”,Thong_Tin_Khoa
48,Cuộc thi tìm hiểu về sở hữu trí tuệ cho sinh viên năm 2022,Thong_Tin_Khoa
49,Thông báo tuyển sinh bậc Đại học hệ chính quy năm 2022,Thong_Tin_Khoa
50,Công nhận đạt chuẩn chất lượng kiểm định của Bộ GD&ĐT đối với Chương trình đào tạo ngành luật kinh tế – Khoa Luật – IUH,Thong_Tin_Khoa
51,Buổi đối thoại giữa Lãnh đạo Khoa Luật với sinh viên – Lần 01 – Năm 2022,Thong_Tin_Khoa
52,Buổi đối thoại giữa lãnh đạo đơn vị với sinh viên Khoa Luật – Lần 01 – Năm 2022,Thong_Tin_Khoa
53,"Quyết định về việc công nhận kết quả đánh giá, xếp loại chất lượng CC, VC, NLĐ năm 2021.",Thong_Tin_Khoa
54,Cơ sở vật chất tại Trường đại học Công Nghiệp Tp. Hồ Chí Minh,Thong_Tin_Khoa
55,Trường Đại học Công nghiệp Tp. Hồ Chí Minh tiếp tục vào Top các trường đại học tốt nhất khu vực Châu Á năm 2022,Thong_Tin_Khoa
56,"Buổi sinh hoạt “Định hướng giáo dục – Lần 2” dành cho Tân sinh viên Khóa 17 – Năm 2021 – Khoa Luật, Trường đại học Công nghiệp Tp. Hồ Chí Minh",Thong_Tin_Khoa
57,"Buổi sinh hoạt “Định hướng giáo dục” dành cho Tân sinh viên Khóa 17 – Năm 2021 – Khoa Luật, Trường đại học Công nghiệp Tp. Hồ Chí Minh",Thong_Tin_Khoa
58,Trường đại học Công nghiệp Tp. Hồ Chí Minh nằm trong Top 05 trường đại học hàng đầu Việt Nam năm 2021 theo “Ranking Web Of Universities”,Thong_Tin_Khoa
59,Văn bản về MOET,Thong_Tin_Khoa
60,Kỷ niệm 110 năm này Bác Hồ ra đi tìm đường cứu nước (05/06/1911 – 05/06/2021),Thong_Tin_Khoa
61,Tổ chức giải bóng đá Law Cup 2021 cho sinh viên khoa Luật,Thong_Tin_Khoa
62,Thành lập Hội đồng thẩm định Chương trình đào tạo 3 ngành Luật Kinh tế (CLC) – Luật Quốc tế (CLC) – Văn bằng 2 Luật Kinh tế,Thong_Tin_Khoa
63,Gương sáng của sinh viên Đoàn Khoa Luật,Thong_Tin_Khoa
64,Lễ tốt nghiệp sinh viên khoa Luật K12,Thong_Tin_Khoa
65,Báo cáo tốt nghiệp sinh viên K12 khoa Luật,Thong_Tin_Khoa
66,Chương trình học bổng tài năng VPBank năm 2019,Thong_Tin_Khoa
67,Sự kiện “Ngày hội Pháp luật” năm 2019,Thong_Tin_Khoa
68,Phiên toà giả định – Xét xử vụ án dân sự sơ thẩm tranh chấp đòi lại tài sản.,Thong_Tin_Khoa
69,Cuộc thi Phiên tòa giả định lần 1 năm 2019,Thong_Tin_Khoa
70,Học bổng “Sinh viên vượt khó hiếu học” năm 2019,Thong_Tin_Khoa
71,Thay đổi thể lệ cuộc thi “Phiên tòa giả định” ĐH Công Nghiệp Tp.HCM,Thong_Tin_Khoa
72,Cuộc thi “Phiên tòa giả định” dành cho sinh viên khoa Luật ĐH Công Nghiệp Tp.HCM,Thong_Tin_Khoa
73,Học bổng Vũ Đình Liệu năm học 2019 – 2020,Thong_Tin_Khoa
74,Tuyên dương sinh viên tỉnh Đak Nông có học lực giỏi và xuất sắc,Thong_Tin_Khoa
75,Sinh viên Khoa Luật vào Top 8 “Thủ lĩnh sinh viên 2019”,Thong_Tin_Khoa
76,Sinh viên Khoa Luật vào vòng chung kết cuộc thi “Ngược dòng thời gian” lần XII – 2019,Thong_Tin_Khoa
77,Thông báo học bổng “Thắp sáng tương lai lần 2” năm 2019,Thong_Tin_Khoa
78,Giải thưởng “Sinh viên nghiên cứu khoa học” năm 2019,Thong_Tin_Khoa
79,Học bổng “Sinh viên nghèo vượt khó hiếu học” cho sinh viên luật IUH từ Công ty Luật DH Law,Thong_Tin_Khoa
80,Ngày hội Sinh viên với Pháp Luật Lần 1 năm 2018,Thong_Tin_Khoa
81,Văn nghệ khoa Luật chào mừng ngày Nhà giáo Việt Nam 20/11 – LAW MUSIC,Thong_Tin_Khoa
82,Sinh viên Khoa Luật vào Bán kết cuộc thi HOA KHÔI SINH VIÊN VIỆT NAM 2018,Thong_Tin_Khoa
83,Xét cấp học bổng “Sinh viên vượt khó hiếu học” năm 2018,Thong_Tin_Khoa
84,"Cuộc thi viết “Sáng kiến, mô hình phổ biến, giáo dục pháp luật có hiệu quả cho thanh thiếu niên”",Thong_Tin_Khoa
85,Chương trình học bổng LOTTE năm 2018,Thong_Tin_Khoa
86,Tổ chức Giải thưởng “Sinh viên nghiên cứu khoa học năm 2018”,Thong_Tin_Khoa
87,"Tổ chức Hội nghị Chuyên đề lần 2 về Luật Lao động, thứ Bảy, ngày 05/05/2018",Thong_Tin_Khoa
88,Tập huấn đổi mới phương pháp dạy học theo PBL cho giảng viên khoa Luật,Thong_Tin_Khoa
89,Tổ chức thành công hội thảo Định hướng nghề Luật lần I/2017,Thong_Tin_Khoa
90,Tổ chức Hội thảo Định hướng nghề nghiệp ngành Luật lần I – ngày 16/12/2017,Thong_Tin_Khoa
91,Hội nghị Chuyên đề về Hiến pháp và pháp luật về chế độ bầu cử,Thong_Tin_Khoa
92,"Tổ chức Hội nghị Chuyên đề thứ Bảy, ngày 04/11/2017",Thong_Tin_Khoa
93,Xét cấp học bổng Sinh viên vượt khó hiếu học năm 2017,Thong_Tin_Khoa
94,Đoàn khoa Luật tổ chức Tết Trung Thu cho các bé ngày 30/9/2017,Thong_Tin_Khoa
95,Tặng sách: “Một số điểm mới của Luật Phá sản năm 2014…” cho sinh viên khoa Luật,Thong_Tin_Khoa
96,Khám sức khỏe cho Tân sinh viên năm học 2017 – 2018,Thong_Tin_Khoa
97,Lễ bổ nhiệm Phó Trưởng Khoa – Khoa Luật ngày 15/8/2017,Thong_Tin_Khoa
98,Lịch học Giáo dục định hướng năm 2017,Thong_Tin_Khoa
99,Tuyển sinh Đại học chính quy đợt 1 – 2017,Thong_Tin_Khoa
100,"Khánh thành phòng khám phục vụ cán bộ, viên chức và sinh viên",Thong_Tin_Khoa
101,"Hội nghị Cán bộ, viên chức trường Đại học Công nghiệp TP. Hồ Chí Minh năm 2017",Thong_Tin_Khoa
102,"Họp mặt cán bộ, viên chức hưu trí Xuân Đinh Dậu 2017",Thong_Tin_Khoa
103,Thông bao triển khai website khoa Luật: IEL.IUH.EDU.VN,Thong_Tin_Khoa
